"TICKER","date","SICCD","COMNAM","market_cap","SHROUT","VOL","PRC","ASKHI","BIDLO","total","negative","positive","sprtrn","RET","next_month_return","last_month_return","last_month_volume","X1_month_ma","X2_month_ma","X3_month_ma","proper","Ask_minus_Bid","comp_size","dummy_negative","dummy_positive","dummy_total","move_avg_2","move_avg_3","lasso_pred","pred_forest","log_pred"
"AVGO","2023-07-31",9999,"BROADCOM INC",0.671842652317684,-0.90963993351588,-0.243963728269473,0.682042214416937,0.441354240386614,0.930913493973089,6,0,1,0.284613141791573,-0.289874879113837,0.0269737515355828,0.2821603001482,1.90900632773664,0.682042214416937,0.598264512181167,0.156416527043934,"1",-0.501685551192795,"5","0","1","1","0","0",0.0238440773594694,0.0272822402589259,"Positive"
"AVGO","2023-08-31",9999,"BROADCOM INC",0.534646268279625,-0.795344809529093,-0.570089104752774,0.543498495817849,0.444148616779263,0.680776811584435,12,0,0,-0.866188746478157,-0.378086164755722,-0.0950383613967519,-0.171053301914187,-0.0368263969023988,0.543498495817849,0.706304849612934,0.67849805039847,"0",-0.118139284417274,"4","0","0","1","1","1",0.0238440773594694,0.0272822402589259,"Positive"
"AVGO","2023-09-30",9999,"BROADCOM INC",0.393218925401734,-0.89978292686112,-0.30142626503174,0.406578580834003,0.319824958189865,0.549944730593095,1,0,0,-1.59645933024096,-1.57128012759031,0.0129925803499449,-0.265169933538674,-0.513399604910396,0.406578580834003,0.552561199969239,0.701885048015527,"0",-0.175285674073918,"4","0","0","1","1","1",0.0238440773594694,0.0272822402589259,"Positive"
"AVGO","2023-10-31",9999,"BROADCOM INC",0.471561987964024,-0.812655259647017,-0.679049443589334,0.481706743342614,0.45692311253585,0.65686931469203,7,0,2,-0.966603310481685,-0.514812336044237,0.100264853705368,-1.53824282709756,-0.120797493479954,0.481706743342614,0.518073563906883,0.619189788100622,"0",-0.0558507819811421,"4","0","1","1","1","1",0.0238440773594694,0.0848367418342244,"Positive"
"AVGO","2023-11-30",9999,"BROADCOM INC",1.01073810425528,-0.260846700624405,0.280557129142844,0.998082031392178,0.878711642570358,0.863137481490219,5,0,0,1.65173251507886,0.338650055417584,0.211361410762499,-0.4110493026347,-0.672625417954836,0.998082031392178,0.848207520548652,0.806834559272521,"1",0.496913662119255,"5","0","0","1","0","0",0.0238440773594694,-0.0140417831302163,"Positive"
"BAC","2023-03-31",6029,"BANK OF AMERICA CORP",-0.0918719477564174,0.803960254432479,2.80816302249313,-0.131239324297825,0.893976611334659,-0.723575710689373,40,0,3,0.376808975418333,-1.76388898123485,0.0237753764071309,-0.342801904603917,-1.02078297938795,-0.131239324297825,1.22737283725485,2.26260320265181,"0",2.8185528662634,"1","0","1","1","1","1",0.0238440773594694,0.041387676286695,"Positive"
"BAC","2023-04-30",6029,"BANK OF AMERICA CORP",-0.375099631221813,0.803960254432479,0.420105292296389,-0.420022461040025,-0.396737567028974,-0.303663111327793,31,0,4,-0.103955782724765,0.163473679402647,-0.0508868286171991,-1.68108394409524,2.66331098623952,-0.420022461040025,-0.196433478742999,1.13860010324241,"0",-0.183377902257331,"1","0","1","1","1","1",0.0238440773594694,0.0231418900058216,"Negative"
"BAC","2023-05-31",6029,"BANK OF AMERICA CORP",-0.77064484489023,0.758484780243727,-0.0164896287577234,-0.821282561584516,-0.890977982435434,-0.534688709853744,54,1,5,-0.390382808037568,-0.616574198727585,0.0405617317517653,0.256114740141043,0.375095054145549,-0.821282561584516,-0.608183744547142,-0.406540704093262,"0",-0.663435090984294,"0","1","1","1","1","1",0.0238440773594694,0.0231418900058216,"Negative"
"BAC","2023-06-30",6029,"BANK OF AMERICA CORP",-0.523629852192064,-0.196500177719844,-0.104722414385036,-0.524983401480156,-0.798530134949333,-0.347864437576381,31,0,5,1.07577584397614,0.338852384918445,0.115373001703951,-0.527914002355906,-0.0432463626446658,-0.524983401480156,-0.670814160715282,-0.624806157751579,"0",-0.819006849051028,"1","0","1","1","0","0",0.0238440773594694,0.0662365153340028,"Positive"
"BAC","2023-07-31",6029,"BANK OF AMERICA CORP",0.107978762845077,-0.196500177719844,0.0388104524635462,0.121817108000735,0.28595422979146,-0.06792270466866,20,0,3,0.284613141791573,1.12045764781437,-0.0965633776063244,0.432388466153714,-0.127790242489989,0.121817108000735,-0.108064584096808,-0.324446441376864,"1",0.622171654075277,"1","0","1","1","0","0",0.0238440773594694,0.041387676286695,"Positive"
"BAC","2023-08-31",6029,"BANK OF AMERICA CORP",-0.0763981337714946,-0.225068888695646,-0.85173332497698,-0.0656642634283108,-0.0376132364098915,-0.0384551538362691,32,0,3,-0.866188746478157,-1.09378880962299,-0.0449955193761711,1.21798254130993,0.00974168923386839,-0.0656642634283108,0.166012121480991,0.0944179433773403,"0",-0.000870580900723038,"1","0","1","1","1","1",0.0238440773594694,-0.0359148178586765,"Negative"
"BAC","2023-09-30",6029,"BANK OF AMERICA CORP",-0.719134075161853,-0.853580530163542,-0.605494683784922,-0.695014417543206,-0.926534846853164,-0.469418084759995,39,0,6,-1.59645933024096,-0.555023601991588,-0.0379836758688455,-1.0075640107353,-0.843569532684823,-0.695014417543206,-0.321392985309709,0.000164089141456215,"0",-0.837886916777574,"0","0","1","1","1","1",0.0238440773594694,0.0662365153340028,"Negative"
"BAC","2023-10-31",6029,"BANK OF AMERICA CORP",-1.41775592098746,-0.853580530163542,0.526561581942924,-1.41249101990991,-1.4243309487014,-1.22452407484003,46,0,3,-0.966603310481685,-0.481766006024684,0.166667406560541,-0.466049290827514,-0.607625830508738,-1.41249101990991,-1.12504737246665,-0.850353998613762,"0",-0.428818782702423,"0","0","1","1","1","1",0.0238440773594694,-0.0494898298776144,"Positive"
"BAC","2023-11-30",6029,"BANK OF AMERICA CORP",-0.492384176466302,-0.898411336754161,-0.365003301740817,-0.459918471918678,-0.512297376386599,-0.786194256208206,26,0,4,1.65173251507886,1.65636589825108,0.10429778473835,-0.392417835048216,0.477100535403635,-0.459918471918678,-0.984765122210848,-1.06890223504349,"0",0.436517654764248,"1","0","1","1","0","0",0.0238440773594694,0.0662365153340028,"Positive"
"COST","2023-03-31",5330,"COSTCO WHOLESALE CORP NEW",-1.07136085516015,0.265736214590821,0.775448382072643,-1.07341730005572,-1.11654997718153,-1.08516420188389,3,0,0,0.376808975418333,-0.159895922155296,0.01278044606117,-1.61698672951982,-0.611992767388557,-1.07341730005572,-0.984388443543817,-1.15348141228705,"0",-0.68164658592015,"0","0","0","1","1","0",0.0238440773594694,0.0313002889171085,"Positive"
"COST","2023-04-30",5330,"COSTCO WHOLESALE CORP NEW",-0.806026169334781,0.265736214590821,-0.279549615756221,-0.808130159859299,-0.855882176349645,-0.794507844174437,3,0,0,-0.103955782724765,-0.400470750386534,0.0186905046255714,0.0102297803044837,1.65523657147363,-0.808130159859299,-1.06244729881972,-1.01369313454126,"0",-0.615818584780581,"0","0","0","1","0","0",0.0238440773594694,0.0272822402589259,"Positive"
"COST","2023-05-31",5330,"COSTCO WHOLESALE CORP NEW",-0.832301424766644,-0.443880023581418,0.30733119473373,-0.828860253414493,-0.823181990622297,-0.81242009472165,6,0,0,-0.390382808037568,-0.294591990198625,0.052429981552564,-0.272358590765408,-0.0733785621606541,-0.828860253414493,-0.916262398089391,-1.08023865176377,"0",-0.471597639120146,"0","0","0","1","0","0",0.0238440773594694,0.0272822402589259,"Positive"
"COST","2023-06-30",5330,"COSTCO WHOLESALE CORP NEW",-0.278032967829959,0.167456219188772,-0.56136131599229,-0.279441987010319,-0.336797317207926,-0.206985787395844,9,0,1,1.07577584397614,0.309851087224639,0.0414020854264696,-0.147989359818096,0.888226154379335,-0.279441987010319,-0.60023704070678,-0.731067864602306,"1",-0.506532839826531,"1","0","1","1","0","0",0.0238440773594694,-0.0140417831302163,"Positive"
"COST","2023-07-31",5330,"COSTCO WHOLESALE CORP NEW",0.287842406884633,0.265736214590821,-0.0586115485474115,0.285542404785945,0.283825686058537,0.331097980212426,5,0,0,0.284613141791573,0.112286214290057,-0.0184375956672683,0.56201253817488,-0.535127277196886,0.285542404785945,0.0659013683068218,-0.250097607694288,"1",0.035120131511219,"1","0","0","1","0","0",0.0238440773594694,-0.0140417831302163,"Positive"
"COST","2023-08-31",5330,"COSTCO WHOLESALE CORP NEW",0.304455908601963,0.265736214590821,-1.36158113239104,0.302152929510704,0.245528693206346,0.472724174539055,7,0,1,-0.866188746478157,-0.959742290200152,0.0285456692743091,0.329945301408317,0.288628652411339,0.302152929510704,0.413551932069234,0.247294133438348,"1",-0.435465066195155,"1","0","1","1","1","0",0.0238440773594694,-0.0359148178586765,"Positive"
"COST","2023-09-30",5330,"COSTCO WHOLESALE CORP NEW",0.447264338336415,-1.8597520441807,-0.503370204314954,0.463503260319697,0.303858865703702,0.702478402727967,4,0,0,-1.59645933024096,-0.118036613786423,-0.022159294165315,-0.929300277406751,-1.84628813978395,0.463503260319697,0.519928707375372,0.574023154562525,"1",-0.832599689695477,"1","0","0","1","1","1",0.0238440773594694,0.0272822402589259,"Positive"
