TICKER,YEAR,SALARY_SALARY_mean,SALARY_SALARY_std,BONUS_BONUS_mean,BONUS_BONUS_std,TDC1_TDC1_mean,TDC1_TDC1_std,SAL_PCT_SAL_PCT_mean,SAL_PCT_SAL_PCT_std,TDC1_PCT_TDC1_PCT_mean,TDC1_PCT_TDC1_PCT_std,PAGE_PAGE_mean,PAGE_PAGE_std,ISR_ISR_mean,ISR_ISR_std,TENURE_TENURE_mean,TENURE_TENURE_std
GOOGL,2020,657.143142857143,666.7258592771167,0.0,0.0,32971.08857142857,29101.356620758794,51.923,103.846,2488.5156666666667,4394.82054639212,55.57142857142857,7.044078904941911,0.33100101071829496,0.4666324098812957,7.0,7.187952884282608
GOOGL,2021,920.0,603.7383539249432,0.0,0.0,18590.5654,9797.772865452935,0.0,0.0,-52.40319999999999,23.273455581412914,58.0,6.96419413859206,0.09007377545067843,0.12694120379837784,4.0,2.7386127875258306
GOOGL,2022,1200.0,447.21359549995793,0.0,0.0,69810.4622,87532.34361217343,43.0768,24.080663263290734,733.3294,1532.3318918902003,58.0,6.96419413859206,0.028915438685295013,0.013202742415459623,5.0,2.7386127875258306
JPM,2014,2233.1592,2915.327179361383,4780.0,3006.1603416983594,17046.2052,6675.5944737094915,180.0704,401.0544516313215,33.7545,67.62410793250191,57.6,6.107372593840989,0.13934938486520804,0.18450245814275562,5.4,4.505552130427524
JPM,2015,2126.85,2679.222996038217,4620.0,2876.9775807259953,16023.948999999999,3133.9112146533434,-1.4336,3.2056270525436985,-0.13740000000000024,19.476670359689308,57.6,6.107372593840989,0.13054167881798276,0.15859809804373093,6.4,4.505552130427524
JPM,2016,2410.6468,3310.0266194928404,4860.0,2982.113344593059,19195.354,5538.03138774109,4.1224,9.217966630445133,18.7926,17.88097600244461,57.6,6.107372593840989,0.12301633503423319,0.16337098727077706,7.4,4.505552130427524
JPM,2017,2397.7256,3281.2745640188054,5060.0,3103.7074604414634,19772.594999999998,5475.391759091399,-0.1945,0.389,3.6392499999999997,6.681290363145929,60.2,5.890670590009257,0.12437397915901956,0.17287574991305976,7.4,5.594640292279746
JPM,2018,2405.2052,3297.917755271529,5420.0,3364.074909986399,21197.317199999998,5683.489428118933,0.0908,0.20303497235698093,7.447800000000001,2.831578040598564,60.2,5.890670590009257,0.11375900817546099,0.15578315999836825,8.4,5.594640292279746
JPM,2019,2109.3148333333334,3018.9888922436544,5228.888833333333,3171.614878913921,19901.9755,7972.688017519605,-0.089,0.1990100499974813,5.5346,1.4438382180840068,58.833333333333336,6.242328625334193,0.10455877350277094,0.1333068328461512,8.0,6.06630035524124
JPM,2020,2398.058,3282.01418443309,5260.0,3471.7430780517157,21710.779000000002,7387.795196184583,2.5026,5.58871933451663,9.2684,17.73999487880422,60.0,6.204836822995428,0.1101997456932142,0.14339978820296215,9.2,6.760177512462229
JPM,2021,2249.949666666667,3348.2933630732937,5270.416666666667,3161.7480990215945,33627.10516666667,29537.241475314022,1.9796,4.426520168258584,65.93719999999999,79.75065370076912,58.333333333333336,6.889605697474034,0.06869758608525468,0.05724840946158257,8.666666666666666,7.118052168020874
JPM,2022,1000.0,387.2983346207417,6300.0,1994.9937343260003,21440.77,8482.267668673205,-15.0656,38.38112896724118,-4.0976,49.455107216545386,56.333333333333336,6.282250127674532,0.048423180376175545,0.01253483484080681,8.833333333333334,7.884584115009914
LLY,2014,995.0889999999999,318.6349610133828,0.0,0.0,4861.6162,3071.8116135145237,0.26080000000000003,0.24687486708857181,-8.8402,1.4569806793502793,62.6,5.9413803110051795,0.22974847137101925,0.05113933839638369,7.4,5.412947441089743
LLY,2015,1008.575,310.2261788590705,0.0,0.0,7628.856,5158.950514526331,1.6678000000000002,1.5597380228743543,54.7342,8.100256829261651,62.6,5.9413803110051795,0.1520140538454579,0.03688317023377435,8.4,5.412947441089743
LLY,2016,1026.2040000000002,297.9188197185603,0.0,0.0,6971.144,4746.044392512095,2.1673999999999998,2.3224741763903425,-8.598400000000002,2.015615489124848,62.6,5.9413803110051795,0.17046218417605075,0.04338049478370626,9.4,5.412947441089743
LLY,2017,1026.3817999999999,246.17766727142416,0.0,0.0,8132.1844,3745.359097290312,2.95275,1.39144945410652,39.188,46.35536721891005,59.8,5.449770637375485,0.13723663168586778,0.03840328000781584,6.8,4.08656334834051
LLY,2018,923.7779999999999,236.3833475564639,0.0,0.0,6886.9946666666665,4319.974244949831,1.5919999999999999,2.3483289803602903,-4.956999999999999,25.562857997493158,55.166666666666664,3.430257521916784,0.14976825677818398,0.03131310528203541,3.3333333333333335,3.386246693120078
LLY,2019,984.5098,233.87823006150018,0.0,0.0,7607.111800000001,5067.530832132371,3.7108000000000003,2.7823352961136805,5.7928,10.107251441415713,55.0,3.8078865529319548,0.14942694717394167,0.03885017856553345,4.8,3.5637059362410923
LLY,2020,1002.0832,291.7631667743549,30.0,67.08203932499369,7836.765000000001,5659.449652304323,8.326,2.071575004676393,0.38266666666666654,10.954102306137795,54.4,3.646916505762094,0.1528365744215366,0.05335426567696363,2.4,1.3416407864998738
LLY,2021,787.7457142857144,410.1482826615736,66.95928571428571,114.71081729100977,6986.787499999999,6377.672971822834,-16.154,40.41123809866095,-26.300666666666668,59.25501461761134,50.0,6.2289646009589745,0.2607465862658361,0.3373469496153292,2.5714285714285716,1.7182493859684491
LLY,2022,1051.731,301.5508821152742,0.0,0.0,8820.939,7232.945834053578,10.949,8.362019652372664,17.824333333333332,5.609513734124674,53.0,2.8284271247461903,0.1507132537033053,0.04858332988909766,3.4,2.0736441353327724
META,2014,370.29028571428574,258.2337563079327,466.00585714285717,402.69641529131616,9762.03557142857,5187.754614086517,34.87625,25.108890873885024,18.9705,46.31777071132274,48.0,6.50640709864771,0.17314141565047678,0.364997922068435,2.7142857142857144,1.6035674514745464
META,2015,531.9234,298.96652194317676,751.2118,473.13304832224514,12857.3248,5307.554189275905,23.8072,21.576536913972085,6.2674,23.609591108276316,47.0,7.280109889280518,0.037108743415024695,0.022045583613896823,3.8,1.6431676725154984
META,2016,679.6152500000001,39.016646424955574,1006.65525,194.79542557321514,18521.523999999998,4018.7995442468464,2.21075,1.744977053335277,26.8905,19.257996944992314,49.0,6.6332495807108,0.03749989416993438,0.004957504263102821,4.5,1.7320508075688772
META,2017,586.0773999999999,329.6505547436558,494.88320000000004,278.2378563687911,20302.227000000003,6376.838060139328,7.796,0.2959020108076321,27.421749999999996,16.5298929493408,47.0,7.280109889280518,0.02537204166801532,0.014183597672042978,4.6,2.5099800796022267
META,2018,620.9232,349.24994688145625,441.60839999999996,253.51873054825754,21082.510000000002,1925.0697410990078,4.756600000000001,2.659020270701222,21.178800000000003,70.83386644254286,47.0,7.280109889280518,0.030054415962912917,0.01684214067129697,5.6,2.5099800796022267
META,2019,534.7023333333333,339.5430486207407,883.3068333333334,862.421675756452,22568.7756,2980.2019363380073,-6.7094,21.8940842649333,9.24725,4.399663348863562,48.0,6.957010852370434,0.024703771887359317,0.015658037785517383,5.666666666666667,3.204163957519444
META,2020,597.4309999999999,385.115619256737,667.457,384.19700367389646,30383.906999999996,22418.021138603566,3.5408,2.136534156057422,-12.88825,15.98585734068294,47.0,7.280109889280518,0.029098853682412627,0.02458198383317605,7.6,2.5099800796022267
META,2021,679.0388,387.88144194225123,1483.6444,1920.0780027437168,28378.3452,4191.35445464741,27.700499999999998,50.22943101077959,10.266,49.65338698081599,47.8,7.628892449104261,0.023855930679047954,0.013710146580242527,6.6,3.7815340802378072
META,2022,744.7458571428571,338.3769661075394,575.3765714285714,322.3888599842624,7618.062428571428,9797.605946249147,-1.2929999999999997,8.838543092614303,-59.1485,42.87898886789815,44.285714285714285,7.273565968956487,0.32018158758095866,0.23268843560959826,5.571428571428571,4.613644360558612
MSFT,2014,658.601,176.44633799543703,1993.537833333333,1221.3027951361476,22174.79216666667,31184.02272531246,16.11275,45.403666770977864,247.1275,502.9977557753116,58.666666666666664,5.853773711604051,0.193306305735271,0.3074162223150593,6.833333333333333,8.975893641675277
MSFT,2015,773.0378000000001,256.0563769450001,2718.6,1279.9393735642325,10278.9362,6115.326136566774,11.087,14.0341551699179,-43.04075,31.025261367419077,58.0,4.949747468305833,0.10823249797178577,0.09053876964306205,4.4,4.878524367060187
MSFT,2016,841.2502000000001,211.56032482887713,2606.6,1058.3495641800018,11270.102799999999,4263.099924325807,11.087,11.479257314826599,63.665,152.29821769475834,58.0,4.949747468305833,0.07836425805923482,0.01594916308519821,5.4,4.878524367060187
MSFT,2017,910.9608000000001,305.59782722182433,0.0,0.0,13418.3204,5545.114401440813,12.65175,8.315625227044968,11.7655,7.164830470197231,58.8,5.263078946776307,0.0734402516091715,0.022280481391565077,3.6,1.6733200530681513
MSFT,2018,944.6,315.98781622081566,0.0,0.0,14832.721399999999,6588.355838710238,3.7501999999999995,4.200367686286524,15.401599999999998,30.541209419405774,58.8,5.263078946776307,0.06647731764453849,0.011021429248713124,4.6,1.6733200530681511
MSFT,2019,1130.9332,677.9241317188082,0.0,0.0,21205.649599999997,12651.648178189464,13.4256,24.14881642648351,36.970000000000006,17.59318048278935,58.8,5.263078946776307,0.05442339212270618,0.00838621241364662,5.6,1.6733200530681511
MSFT,2020,1165.4,752.3950425142367,0.0,0.0,20828.1044,13644.100701010357,1.4851999999999999,3.582173739505107,-3.8971999999999993,4.59249318997862,58.8,5.263078946776307,0.05761048175191471,0.009939828721564379,6.6,1.6733200530681511
MSFT,2021,1182.6416000000002,758.4389517356027,700.0,1565.2475842498527,27817.053000000004,13043.682899315821,7.949249999999999,9.027762121183004,18.823,4.424063215340999,56.8,6.058052492344383,0.042632920376955374,0.014059353665314267,6.4,3.4351128074635335
MSFT,2022,1260.6666,695.4151758322506,300.0,670.820393249937,27048.817,16539.707134669647,15.64525,27.583631032129663,-5.5169999999999995,35.60931113253012,54.2,6.058052492344384,0.049876324790950104,0.013506447087818766,6.4,4.505552130427524
MSFT,2023,1262.0,694.7805408904311,0.0,0.0,22211.8814,15352.573226120396,0.1342,0.3000803225804718,-20.3424,7.254366671185019,54.2,6.058052492344384,0.06366789811906202,0.02177888233808555,7.4,4.505552130427524
NVDA,2014,828.6872,113.56305485368031,300.0,670.820393249937,4583.621400000001,2824.0217276966555,116.35999999999999,152.65550327780522,45.546,8.674552236282864,64.8,5.495452665613634,0.21940575195093506,0.0844587946739972,10.0,5.958187643906492
NVDA,2015,845.7214,115.89741558507681,200.0,447.21359549995793,4907.5491999999995,2691.5987941158137,2.056,0.0,10.519,14.459543025282644,64.8,5.495452665613634,0.20048995695674604,0.07067496447586437,11.0,5.958187643906492
NVDA,2016,693.2860000000001,348.3570825977275,0.0,0.0,5605.4004,3828.464221199971,-2.016,1.0108273838791664,9.6264,15.278828171689085,63.5,5.856620185738528,0.18570477646559516,0.0794648408966563,10.166666666666666,6.968978882638881
NVDA,2017,909.5360000000001,65.41184276948633,0.0,0.0,6867.0581999999995,3622.601886583137,1141.587,2526.917503021814,8.64,4.899577804940613,62.6,6.06630035524124,0.15488803964281442,0.05707625563336711,10.2,7.328028384224504
NVDA,2018,906.8280000000001,64.96481067470295,90.0,201.24611797498108,6343.7374,4143.875400442416,-0.29619999999999996,0.055885597429033526,-8.1004,21.641913912591004,62.6,6.06630035524124,0.17406793470706933,0.06090698132476878,11.2,7.328028384224504
NVDA,2019,906.8280000000001,64.96481067470295,0.0,0.0,5439.3968,3466.8894506732836,0.0,0.0,-13.9826,4.6908698873449906,62.6,6.06630035524124,0.20306765076415756,0.07467878872626746,12.2,7.328028384224504
NVDA,2020,925.7932000000001,66.323259062715,0.0,0.0,9642.494200000001,5561.380952052081,2.091,0.0,81.2942,14.610903811879675,62.6,6.06630035524124,0.11366155435017769,0.04092734741078108,13.2,7.328028384224504
NVDA,2021,906.557,64.94525306748749,0.0,0.0,11876.174,6716.986979634731,-2.078,0.0,25.0668,15.804037923897804,62.6,6.06630035524124,0.08850639993951041,0.027154584164131502,14.2,7.328028384224504
NVDA,2022,907.117,64.98551872917538,0.0,0.0,12224.873,5173.115360522371,0.062,0.0,7.6666,10.975903461674578,62.6,6.06630035524124,0.08078987135595894,0.019575987112113495,15.2,7.328028384224504
TSLA,2014,234.175,115.87971533016466,0.0,0.0,6137.781800000001,6464.149021081716,6.351,8.783817393366052,1673.5738000000001,1349.797259875608,52.2,4.868264577855235,0.24342902673592826,0.4237801016103299,4.4,2.1908902300206643
TSLA,2015,209.42983333333333,133.1857117898413,0.0,0.0,4297.715333333333,8211.141829610973,2.053,2.847713585785387,-65.3695,48.50559525456832,52.833333333333336,4.915960401250875,0.5569746896086895,0.4912287151314601,4.333333333333333,3.011090610836324
TSLA,2016,320.3006,191.3652358666537,0.0,0.0,3472.0870000000004,3552.1917584297867,251.964,490.48881152580844,741.564,1549.0441706652525,51.8,4.147288270665544,0.4467335845591288,0.5061257155861277,4.2,3.492849839314596
TSLA,2017,283.73449999999997,164.89980524882375,0.0,0.0,4593.150833333333,6377.867782506482,-11.560399999999998,30.31061295652069,12.453199999999999,153.4328880999768,53.166666666666664,4.996665554814197,0.5442884150710319,0.5032852511273789,4.5,3.5637059362410923
TSLA,2018,277.50425,183.0710359147964,0.0,0.0,8921.551,7559.968656672372,10.122,8.677979430720034,1509.1533333333334,2654.8722040750536,52.0,5.597618541248887,0.27981500316359476,0.4810042148311337,5.75,4.924428900898052
TSLA,2019,215.7992,118.95014049256102,0.0,0.0,6958.2065999999995,8709.095811773906,-40.873,35.5650299170407,-69.48133333333334,24.065283425161095,48.2,8.555699854482976,0.42174122721261054,0.5281292213906462,3.6,4.219004621945797
TSLA,2020,209.05025,139.5143459657465,0.0,0.0,34912.8405,23275.228460804654,-28.54875,47.66475785717717,324.61,401.3806534143535,45.25,6.2915286960589585,0.0059878000648402084,0.0001700286454949262,4.75,4.856267428111155
TSLA,2021,190.9615,143.31411996845716,0.0,0.0,190.9615,143.31411996845716,-6.245499999999999,24.946488563857372,-74.58975,49.72670109961046,45.25,6.2915286960589585,1.0,0.0,5.75,4.856267428111155
TSLA,2022,200.0,173.20508075688772,0.0,0.0,202.0,174.9371315644566,-0.25533333333333336,0.22112515309962666,0.4086666666666667,0.3539157150132406,43.666666666666664,6.6583281184793925,0.9900990099009901,0.0,7.333333333333333,5.773502691896257
WMT,2014,985.8294999999999,151.40336909956798,175.30866666666665,272.0815533083172,12569.342333333334,5415.535633331745,13.551,8.555744191282642,-20.00525,8.273662968520451,61.0,4.147288270665545,0.08859903553137305,0.02999955727775508,3.5,2.345207879911715
WMT,2015,965.5857142857143,188.9646534167296,71.56271428571429,189.3371451447693,10347.14242857143,5028.194277584245,4.416166666666666,8.368436685944793,-15.663166666666667,28.652959033347088,60.285714285714285,4.231401884099631,0.11955894867985685,0.0868970575176075,4.0,2.516611478423583
WMT,2016,911.5959999999999,350.92102120064,0.0,0.0,59348.8538,103315.15897911445,11.3085,17.265399087963957,2.6855,21.124072973742543,58.2,4.494441010848847,0.07289564770231231,0.04839242940546695,3.6,3.1304951684997055
WMT,2017,1002.2184,190.35572864061635,0.0,0.0,12908.59,5841.47869547459,51.00325,97.86813572821679,-19.997999999999998,51.45520759521496,55.6,5.412947441089743,0.08544876928193054,0.025796307763424044,4.0,3.5355339059327378
WMT,2018,1023.5351999999999,186.01242250102544,0.0,0.0,13746.848200000002,5848.122152713271,2.476,2.052813516453293,5.55475,24.139770357579348,56.8,5.06951674225463,0.07952315340735658,0.015259487354438528,4.6,3.9115214431215892
WMT,2019,887.2818333333333,262.07678160372524,85.85000000000001,210.28869441793586,18732.0525,14116.645312513518,2.67,2.5155461964882826,-3.05425,6.274455427897043,54.666666666666664,4.457203906785808,0.06583170421004061,0.033362531005178504,4.0,4.1952353926806065
WMT,2020,1006.8685,165.98947837348,0.0,0.0,13289.4855,4723.341751025084,19.0075,29.58200402778689,-9.920833333333333,32.26130346664044,54.666666666666664,4.457203906785808,0.07999845342833421,0.018051667004384365,5.0,4.1952353926806065
WMT,2021,1053.5533333333333,156.4867155149812,0.0,0.0,14330.281166666668,7213.418780998547,4.913333333333333,5.439427420847406,4.7605,37.20721069765913,54.666666666666664,4.457203906785808,0.10364016433266193,0.0898613869204095,6.0,4.1952353926806065
WMT,2022,1088.2897142857144,238.02306071311264,714.2857142857143,1889.822365046136,17289.758142857143,11884.145288656122,9.687833333333334,8.111432879995167,-10.693666666666667,19.422207121402725,54.42857142857143,4.117326918327102,0.13933354120485147,0.19311646591034742,6.142857142857143,4.450789122113495
