PERMNO,date,SICCD,TICKER,COMNAM,BIDLO,ASKHI,PRC,VOL,RET,SHROUT,RETX,sprtrn,positive,negative,total,market_cap,tomorrow_return,yesterday_return,yesterday_volume,10_day_ma,20_day_ma,30_day_ma,proper?,Ask_minus_Bid,comp_size,dummy_negative,dummy_positive,dummy_total
10104,2023-01-03,7372.0,ORCL,ORACLE CORP,-1.7347539566111,-1.7245717787264179,-1.6865188040520218,-0.022160282298761973,1.2068256271282551,-0.9626530901851884,1.2094809570675813,-0.5944764426398483,0.0,0.0,0.0,-1.6860457130866586,0.009078,,,,,,False,-0.46763195041679845,0,0,0,0
10104,2023-01-04,7372.0,ORCL,ORACLE CORP,-1.6189039786682884,-1.6163862604619068,-1.623504599487014,-0.18459934641034104,0.41069452109024784,-0.9626530901851884,0.41368489922729285,0.8046956188756895,0.0,0.0,0.0,-1.6250780757839296,-0.002012,1.2030481612733357,-0.023385359859246245,,,,False,-0.5111692087639826,1,0,0,0
10104,2023-01-05,7372.0,ORCL,ORACLE CORP,-1.6541626676074053,-1.59767748662669,-1.6375998820870816,-0.21151931138441296,-0.17227635814128062,-0.9626530901851884,-0.16904063932990732,-1.5213976220407397,0.0,0.0,0.0,-1.638715573601645,0.016012,0.4081598720643775,-0.18553047670030196,,,,False,0.0548151497494481,0,0,0,0
10104,2023-01-06,7372.0,ORCL,ORACLE CORP,-1.603793111980096,-1.521215541387111,-1.5256667555571348,-0.07194782411642354,0.7751958805664804,-0.9626530901851884,0.7780328599446622,2.659992922628788,0.0,0.0,0.0,-1.5304177968139037,0.012608,-0.17390094849206653,-0.21240172771341878,,,,False,0.3508685065103199,1,0,0,0
10104,2023-01-09,7372.0,ORCL,ORACLE CORP,-1.4073518450335882,-1.4195374227174575,-1.462652550992127,-0.22885683525300632,0.59625693801426,-0.9626530901851884,0.4028606015769067,-0.2024900236728003,0.0,0.0,0.0,-1.4694501595111746,0.000926,0.7720922192003904,-0.0730828068951913,,,,False,-0.5982437254583508,1,0,0,0
10104,2023-01-10,7372.0,ORCL,ORACLE CORP,-1.4568819080671098,-1.4992530677544662,-1.4560194768273897,-0.48295336269899314,-0.017833757313306702,-0.9626530901851884,-0.01466303497634067,0.7366769424016673,0.0,0.0,0.0,-1.4630325134793083,0.024277,0.5934326129628669,-0.22970787786137,,,,False,-0.9378343405664068,1,0,0,0
10104,2023-01-11,7372.0,ORCL,ORACLE CORP,-1.329279033811258,-1.3325009531362346,-1.2819012800030276,-0.11138345925593793,1.2096642590018802,-0.9626530901851884,1.2123183943157407,1.4485087598330122,0.0,0.0,0.0,-1.2945693051428204,0.002032,-0.01969944346097252,-0.48334459607919666,,,,False,-0.47633940208624026,1,0,0,0
10104,2023-01-12,7372.0,ORCL,ORACLE CORP,-1.2386138336821007,-1.2889827183456233,-1.2669768631323675,-0.4315023988507598,0.0403056288390892,-0.9626530901851884,0.04345188347670382,0.30480078268603944,1.0,0.0,1.0,-1.2801296015711217,0.004731,1.205882361842321,-0.11244707990655002,,,,False,-0.9508955180705756,1,0,1,1
10104,2023-01-13,7372.0,ORCL,ORACLE CORP,-1.2814279559653143,-1.2669226337190547,-1.2321532237674948,-0.5686047702691316,0.18218465526342603,-0.9626530901851884,0.18527120075045345,0.3752443674122549,0.0,0.0,0.0,-1.2464369599038245,-0.006726,0.03834918300750603,-0.43198673711599633,,,,False,-0.27066939365412135,1,0,0,0
10104,2023-01-17,7372.0,ORCL,ORACLE CORP,-1.2172067725404945,-1.2690538070863708,-1.2819012800030276,-0.3644573430368129,-0.4200784072573695,-0.9626530901851884,-0.4167384020673863,-0.3555017343861979,0.0,0.0,1.0,-1.2945693051428204,-0.021332,0.1800067262610536,-0.5688410101592566,-1.515346424230681,,,False,-0.959602969740005,1,0,0,1
