TICKER,date,SICCD,COMNAM,market_cap,SHROUT,VOL,PRC,ASKHI,BIDLO,total,negative,positive,sprtrn,RET,next_month_return,last_month_return,last_month_volume,1_month_ma,2_month_ma,3_month_ma,proper?,Ask_minus_Bid,comp_size,dummy_negative,dummy_positive,dummy_total
AAPL,2023-03-31,3571.0,APPLE INC,-1.8856814358498377,1.7756297402303995,1.4768717255895887,-1.918161410208825,-1.7919863404383307,-1.9971093368629225,9.0,0.0,1.0,0.373978158424339,1.3343271990473213,0.028988870762800767,-0.10848871663334167,1.487566385340797,-1.918161410208825,-1.894106486750835,-1.9977847948640837,True,0.7097276824546487,9,0,1,1
AAPL,2023-04-30,3571.0,APPLE INC,-1.0822349279233008,0.7586119038866376,-0.9373955118152546,-1.0869021691801282,-1.3942401835922755,-0.7550833544953428,4.0,0.0,1.0,-0.11067262587231971,-0.006925739809783456,0.046068824394633445,1.3236226757637122,1.0650697923172958,-1.0869021691801282,-1.316799745825399,-1.2603899262627525,True,-1.4156901188677888,9,0,1,1
AAPL,2023-05-31,3571.0,APPLE INC,-0.41501575803210755,0.7984165680384696,0.1673084342271659,-0.46214192798483067,-0.6151513796439282,-0.4007776770980907,22.0,0.0,1.0,-0.39941484357932205,0.24858087519541028,0.09433256023255177,-0.021343354603501688,-1.0554373028216326,-0.46214192798483067,-0.5926643641176775,-0.7148019877181494,True,-0.4579995955157933,9,0,1,1
AAPL,2023-06-30,3571.0,APPLE INC,0.6025851527497441,0.7561330599800442,0.7874821060819612,0.49938663838936437,0.6256492322350666,0.5863195043941296,24.0,1.0,11.0,1.0785947828880902,0.9705795431817341,0.012787055066484587,0.2348705986042543,-0.08515012031031627,0.49938663838936437,0.19625904328993327,0.023897074527488234,True,0.025545479412629458,9,1,1,1
AAPL,2023-07-31,3571.0,APPLE INC,1.227155324541222,-0.14196365043430229,-1.1389648159166323,1.1696187073355697,0.9331842864252038,1.3425947494452912,2.0,1.0,0.0,0.2810371049896491,-0.2492958992807361,-0.0423844792283915,0.9588680298713466,0.45956284725663393,1.1696187073355697,1.0077973674258933,0.7133931349621043,True,-1.1150909110974383,9,1,0,1
AAPL,2023-08-31,3571.0,APPLE INC,0.23108043203222184,-0.23932724189117538,0.09127791537055363,0.23555110086565523,0.810170264749149,0.1975538847442394,7.0,0.0,2.0,-0.8790667259862308,-1.0746313935208438,-0.0886767726612504,-0.26438448563795547,-1.2324803131756321,0.23555110086565523,0.87658164538008,0.9265782199270183,False,1.4169118005414372,9,0,1,1
AAPL,2023-09-30,3571.0,APPLE INC,-0.12839353774148202,-0.28555775645961173,1.601291786782531,-0.10097600467703467,0.2566071672069021,-0.14189207175925955,9.0,0.0,5.0,-1.6152400938853735,-1.7671383786576527,-0.002572223563010123,-1.0920048182764537,-0.15192949426886915,-0.10097600467703467,0.2446652472741439,0.7431331290641433,False,0.9525205360800549,9,0,1,1
AAPL,2023-10-31,3571.0,APPLE INC,-0.40862445769678324,-1.1531883061168484,-0.5712049284590054,-0.2934216162748337,-0.3699442498631362,-0.29440776070509783,7.0,0.0,3.0,-0.9802929418741926,-0.4790621724297292,0.11374530371847191,-1.786428922647606,1.1743508273450731,-0.2934216162748337,-0.018413554291350144,0.2960907152824501,False,-0.14390986188228436,9,0,1,1
AAPL,2023-11-30,3571.0,APPLE INC,0.5644083174925084,-1.134377158616776,-0.7920182030352771,0.6310051359613317,0.49853392307633326,0.0536408627866853,14.0,0.0,2.0,1.6592069172902975,1.260983398073193,0.013581099767842497,-0.4947868380628426,-0.7338035921249328,0.6310051359613317,0.34562926872732846,0.416924518381345,True,1.039231030768823,9,0,1,1
AAPL,2023-12-31,3571.0,APPLE INC,1.2947208904278125,-1.134377158616776,-0.6846485088256168,1.3260415457737569,1.0471772798450159,1.4091611995503746,1.0,0.0,0.0,0.591870267605063,-0.2374174317989131,,1.2500758316223883,-0.9277490295584306,1.3260415457737569,1.1510515788878992,0.8529599167004407,True,-1.0112460418942915,9,0,0,1
ABBV,2023-01-31,2834.0,ABBVIE INC,0.7827223886192164,0.8750100720886986,0.5615862122697513,0.7730326353823576,1.697303241204648,0.6988151822264661,14.0,0.0,1.0,1.0056740002680051,-1.2389595021516184,0.04162448785388251,,,0.7730326353823576,,,False,1.8392105697732644,7,0,1,1
ABBV,2023-02-28,2834.0,ABBVIE INC,0.2566696482473632,0.8969109672485333,0.9192382516691037,0.2380966449905821,0.03131910971616794,0.5313921663077729,13.0,0.0,2.0,-1.0639684810029733,0.6314149993919355,0.03554210743047781,-1.177701994153786,0.5347199719208503,0.2380966449905821,0.6704318010792772,,False,-0.5435401338928455,7,0,1,1
ABBV,2023-03-31,2834.0,ABBVIE INC,0.9643250598880826,1.2911270801259787,1.397388359272745,0.9461776981948541,0.6489735333245021,1.0724964497150948,24.0,1.0,4.0,0.37680897541833297,0.5354099383170934,-0.043139595774650874,0.798719024907092,0.8757290219341857,0.9461776981948541,0.7736862817963371,1.0234526814691323,False,-0.19367274537551596,7,1,1,1
ABBV,2023-04-30,2834.0,ABBVIE INC,1.7456697294270065,1.2911270801259787,-0.30865840088393814,1.739424782811002,1.459216470449464,1.173468062408329,13.0,1.0,3.0,-0.10395578272476518,-0.7065120060279474,-0.08708309743817799,0.6972706676460461,1.3316288798841838,1.739424782811002,1.668998309401951,1.492012937710048,True,0.943396267305808,7,1,1,1
ABBV,2023-05-31,2834.0,ABBVIE INC,-0.4288309077345824,1.185955554205002,-0.045019436008656814,-0.46565246334247445,0.06559861859453242,-0.8822104113974834,22.0,0.0,3.0,-0.390382808037568,-1.4001217882795833,-0.0234150420616156,-0.615065783054512,-0.29502865556956953,-0.46565246334247445,0.8270581014499263,1.1507965242621152,False,1.083727692370455,7,0,1,1
ABBV,2023-06-30,2834.0,ABBVIE INC,-1.6871698484997175,-1.0226464901357195,1.116277887956558,-1.6904126017571741,-1.847821240615957,-1.6226516443764534,15.0,0.0,4.0,1.0757758439761418,-0.39517715814384335,0.12251876141255447,-1.3480018616510954,-0.04365787320354681,-1.6904126017571741,-1.218313983291872,-0.12756798835831712,False,-1.042408738256217,7,0,1,1
ABBV,2023-07-31,2834.0,ABBVIE INC,-1.2079134013037591,-1.0226464901357195,0.5671562013023878,-1.2024462842776185,-0.3407706240911237,-1.322343082111576,23.0,0.0,6.0,0.2846131417915731,1.9082604337421283,-0.017516371828971478,-0.2860788679653385,1.0635996106164198,-1.2024462842776185,-1.6576985209762232,-1.5539494678545158,False,0.9472390415346342,7,0,1,1
ABBV,2023-08-31,2834.0,ABBVIE INC,0.14162652914966312,-1.0077436858075597,-1.9048546284199563,0.17123406757317727,-0.11140705344978831,0.9628947846549208,14.0,0.0,3.0,-0.8661887464781572,-0.30207180193063304,0.01428989118058932,2.147959058097778,0.5400307669376884,0.17123406757317727,-0.547511738875982,-1.245151722636638,True,-1.2442341627234985,7,0,1,1
ABBV,2023-09-30,2834.0,ABBVIE INC,0.4057486989281067,-0.6798819905881451,-1.4908945197709806,0.431416395438309,0.048147232256454474,0.5831742065199066,17.0,0.0,2.0,-1.5964593302409604,0.1999622719404156,-0.043413016639127666,-0.1876946230694217,-1.8169474459700499,0.431416395438309,0.42683682074622237,-0.21637190352213712,True,-0.5752608030023252,7,0,1,1
