"TICKER","date","SICCD","COMNAM","market_cap","SHROUT","VOL","PRC","ASKHI","BIDLO","total","negative","positive","sprtrn","RET","next_week_return","last_week_return","last_week_volume","X2_week_ma","X3_week_ma","X4_week_ma","proper","Ask_minus_Bid","comp_size","dummy_negative","dummy_positive","dummy_total","move_avg_2","move_avg_3","move_avg_4","lasso_pred","pred_forest","log_pred"
"AAPL","2023-01-30",3571,"APPLE INC",-1.92735633249418,1.46882808149911,1.43557840936946,-1.92098425796109,-1.90342915807742,-1.9475604819824,3,0,0,-0.202264543350228,0.20897968702612,0.0610495794054813,1.37319573498021,0.830131206623075,-2.05637334216637,-2.42096019651843,-2.51479161929824,"1",0.863214235825605,"9","0","0","1","0","0","0",0.00932419534857738,-0.0107332368764913,"Positive"
"AAPL","2023-02-13",3571,"APPLE INC",-1.32648765526422,1.46882808149911,1.5001433110065,-1.35574917155619,-1.39461530912831,-1.30766702971547,1,0,0,0.159034557571492,0.299945526414222,-0.00845019121715362,1.85564740585773,2.82538115183069,-1.39597653347419,-1.71237898756917,-1.8312757921977,"1",-0.321327055008483,"9","0","0","1","0","0","0",0.0131878495796914,0.00116361195020273,"Positive"
"AAPL","2023-02-20",3571,"APPLE INC",-1.24390459694045,1.46882808149911,1.36881575236154,-1.27806357422666,-1.32465340489781,-1.20747176303635,1,0,0,-0.914047609968462,-0.72693834983925,-0.030349761219707,0.278526962313506,0.373480365963839,-1.26116887677778,-1.48299401770156,-1.55739972621776,"1",-0.581832751919249,"9","0","0","1","1","0","0",0.01141991820411,-0.00108902313982329,"Positive"
"AAPL","2023-02-27",3571,"APPLE INC",-1.60516679250691,1.46882808149911,-0.10395238544121,-1.61790167207393,-1.64457011242456,-1.52279662666492,6,1,2,-1.42204094973673,-1.66527482971474,0.0399532077853721,-0.551574203120459,0.301226121744785,-1.3907776995035,-1.50695939377684,-1.47782857491548,"0",-0.532775048085996,"9","1","1","1","1","1","1",0.00703213526341386,0.0318840990541447,"Positive"
"AAPL","2023-03-06",3571,"APPLE INC",-1.57753910618655,1.46882808149911,1.3140882790471,-1.59191240311011,-1.32656145683137,-1.63468331837969,0,0,0,0.696740619608462,1.34701447337798,-0.0218426865469449,-1.31009639197367,-0.509066476433547,-1.54594531051273,-1.59121908105143,-1.48864019797099,"0",2.81943256899266,"9","0","0","0","1","1","1",0.000747566940714904,-0.00047321560172015,"Negative"
"AAPL","2023-03-13",3571,"APPLE INC",-1.43686466652784,1.46882808149911,1.14269239135818,-1.45958044428341,-1.43881851225576,-1.40665688711515,1,0,1,-2.67370761975103,-1.30077002429862,0.0460551377390883,1.12494511461273,0.271115973782288,-1.46767091715049,-1.65598172257446,-1.5159000086523,"0",0.12860203114485,"9","0","1","1","0","0","0",0.0152672561424842,-0.03175853934984,"Positive"
"AAPL","2023-03-27",3571,"APPLE INC",-0.895789376250586,1.46882808149911,1.67985935732862,-0.950592790173481,-0.955127347098522,-0.85771374713532,0,0,0,0.169255487692302,-0.125292044225377,0.0498492287225281,1.33629397964443,1.52351712438222,-1.02769599097903,-1.28198677145773,-1.323094931067,"1",-0.522841612613902,"9","0","0","0","0","0","0",0.0119827651927817,0.0225395245817593,"Positive"
"AAPL","2023-04-03",3571,"APPLE INC",-0.692678276155923,1.080737136522,0.105068729716951,-0.733639018288466,-0.691180798973484,-0.892135834967688,3,0,0,1.76410776320416,1.77103181480808,-0.0249138798316667,-0.0652219377686572,0.472357153402999,-0.79169379213855,-1.02298117972554,-1.09776426364361,"1",1.79216493883952,"9","0","0","1","0","0","0",0.00245501766743132,0.00309220017113442,"Positive"
"AAPL","2023-04-10",3571,"APPLE INC",-0.623217998726645,0.498600719056336,-0.819784321486493,-0.630058504341139,-0.656199210840921,-0.640112477206457,0,0,0,-0.37164120965812,-1.43236222887008,0.0197501498428709,1.46770761914198,-0.394066526252439,-0.633220875237461,-0.815713986369627,-0.879981986253777,"1",0.0473061267863582,"9","0","0","0","0","0","0",0.00865978556170799,0.0153223665729184,"Positive"
"AAPL","2023-04-17",3571,"APPLE INC",-0.665661037392251,0.498600719056336,-0.312745693817283,-0.670234743970585,-0.689271475005302,-0.658553210701182,0,0,0,0.3636256376376,0.481368879867385,0.000605930725067427,-1.12181704912255,-0.902905332957507,-0.601873650496556,-0.715686216836925,-0.738013043325003,"1",-0.0608213580977024,"9","0","0","0","1","0","0",0.00393800945755147,0.0317974359725515,"Positive"
"AAPL","2023-04-24",3571,"APPLE INC",-0.475842707594243,0.519458539683483,-0.466858380665034,-0.491951246575387,-0.572244925764319,-0.405915161823463,1,0,0,-0.356214734511771,-0.338908375570525,0.0257664608308128,0.425183990066112,-0.623941091102157,-0.533593092220188,-0.629455452087294,-0.617601520662527,"1",-1.1765560367725,"9","0","0","1","0","0","0",0.00659779963912057,0.015434210145542,"Positive"
"AAPL","2023-05-01",3571,"APPLE INC",-0.419074058837714,0.550745270624196,-0.0480270272167336,-0.440349490271727,-0.426596961502638,-0.472916493520959,3,0,1,0.215540187406272,0.73915129630768,0.0230572200071513,-0.237902773163881,-0.708731334883784,-0.419937273431242,-0.561769969916837,-0.540601433901085,"1",0.484750835849563,"9","0","1","1","1","0","0",0.00364320496184866,0.00806137993488962,"Positive"
"AAPL","2023-05-15",3571,"APPLE INC",-0.0408678451635766,0.550745270624196,-1.01937287549825,-0.0824630692613256,-0.163285794671475,0.0311302220014991,9,0,1,-0.198971930622484,-0.658869135198661,0.0123776915075291,0.539728983388291,0.987991646766919,-0.132817404913924,-0.272549940225828,-0.291521340637913,"1",-1.51078345493316,"9","0","1","1","0","0","0",0.00851914721396427,0.0236960708484531,"Positive"
"AAPL","2023-05-22",3571,"APPLE INC",0.031509377228137,0.550745270624196,-0.0932606885424762,-0.0139744401803615,-0.0488026786579273,-0.00451571584380315,5,0,0,0.539474842203178,0.165479271002607,0.0070606267181752,-0.496549155293746,-1.01271564446935,-0.00668449632713311,-0.12042537728688,-0.166033547700851,"1",-0.341036642461778,"9","0","0","1","1","0","0",0.00385200167789479,-0.00207212201063391,"Positive"
"AAPL","2023-05-29",3571,"APPLE INC",-0.0268038429705455,0.550745270624196,-0.271043078754059,-0.0691546802714927,-0.0882357519514814,0.00162504840994117,1,0,0,-0.015126640402912,-0.0623423646336428,0.0236568469506173,0.169828600298159,-0.503184082160722,-0.000104797007304269,-0.0490890096202914,-0.0685802469686672,"1",-0.694875345893917,"9","0","0","1","1","1","1",0.00116422834173364,0.00126311369120763,"Negative"
"AAPL","2023-06-12",3571,"APPLE INC",0.471743600234817,0.550745270624196,0.349948458998834,0.402607426488558,0.428210304731859,0.419615622314803,13,1,7,0.624462793372633,0.639662497243127,0.00614784257840539,0.56049789992867,1.65649280663699,0.394525827670398,0.240444675915457,0.21145163149113,"1",-0.0460858610440925,"9","1","1","1","0","0","0",0.00581324863778031,-0.00150231478528314,"Positive"
"AAPL","2023-06-26",3571,"APPLE INC",0.811007153207717,0.550745270624196,-0.459826430164257,0.72364344959673,0.692793506185396,0.743563372925505,1,0,0,-1.1371368578172,-0.283747203744129,0.0388090298412815,-0.045950917080162,0.758851394708513,0.724367078222952,0.646792844418152,0.596163537468954,"1",-0.591707206082265,"9","0","0","1","1","0","0",0.00950747449980622,0.0136661072190566,"Positive"
"AAPL","2023-07-03",3571,"APPLE INC",1.12179870076035,0.232387817343504,-0.0954599592426039,1.04267139363337,1.10175263727824,0.932882089893507,1,0,0,1.36168099416216,1.29798958821887,-0.0200034434910215,-0.193312187919856,-0.704862472368849,0.914264718280974,0.875158578374695,0.787872690553127,"1",1.05490349035893,"9","0","0","1","0","0","0",0.00175426103214784,0.00906554704038078,"Negative"
"AAPL","2023-07-10",3571,"APPLE INC",1.07928163166294,-0.245148362577543,-0.551241478123152,1.03899871443991,1.00635004060028,1.0167874272945,1,0,0,-0.718295619370485,-1.22196350642957,0.0285246024137789,1.08531491372349,-0.504394084416992,1.07017711482864,1.01088797134196,0.954950542660016,"1",-0.353275264097368,"9","0","0","1","1","0","0",0.00854942407327022,-0.0091829315031561,"Positive"
"AAPL","2023-07-17",3571,"APPLE INC",1.07971079223169,-0.245148362577543,-0.759112595518101,1.03940691545787,1.09157699631657,0.990048978418269,0,0,0,1.17263305919611,0.857330094505857,-0.00639153774246581,-0.951737229249546,-0.755157515303252,1.0685631490175,1.12354789181789,1.05493368025387,"0",0.519156599483759,"9","0","0","0","1","1","1",-0.000722094957274788,-0.00987679967521687,"Negative"
"AAPL","2023-07-24",3571,"APPLE INC",1.25454008469456,-0.298852524600156,1.02809417043024,1.20990668957442,1.34025912897313,1.27465035066239,0,0,0,0.19399632594187,-0.638730697611522,0.0191962984074965,0.729099408008004,-0.869524755791954,1.15306046034535,1.18321507050845,1.18259698934087,"1",0.165268744960712,"9","0","0","0","0","0","0",0.00769582151987499,-0.0133194729250386,"Positive"
"AAPL","2023-07-31",3571,"APPLE INC",1.33976869464917,-0.379408767634066,-1.33912171785752,1.29741632473629,1.27474934592093,1.35578957803918,1,1,0,0.219949766510172,0.457637865688446,-0.0895905918033971,-0.480269865202938,0.113766759478544,1.28062092886155,1.27541480408489,1.24947759680615,"1",-0.989781891329801,"9","1","0","1","0","0","0",0.00369184093258722,0.0274551039378395,"Positive"
