PERMNO,date,SICCD,TICKER,COMNAM,BIDLO,ASKHI,PRC,VOL,RET,SHROUT,RETX,sprtrn,positive,negative,total,market_cap,tomorrow_return,yesterday_return,yesterday_volume,10_day_ma,20_day_ma,30_day_ma,proper?,Ask_minus_Bid,comp_size,dummy_negative,dummy_positive,dummy_total
10104,2023-03-15,7372.0,ORCL,ORACLE CORP,82.12,83.37,82.98,11463010.0,-0.018685,2696253.0,-0.018685,-0.006981,0.0,0.0,2.0,223735073.94,0.022174,-0.004357,8732248.0,86.622,87.051,87.511,False,1.25,0,0,0,1
10104,2023-03-16,7372.0,ORCL,ORACLE CORP,82.08,85.11,84.82,10149163.0,0.022174,2696253.0,0.022174,0.017562,0.0,0.0,1.0,228696179.46,0.005187,-0.018685,11463010.0,86.40700000000001,86.875,87.33666666666666,False,3.030000000000001,1,0,0,1
10104,2023-03-17,7372.0,ORCL,ORACLE CORP,84.61,85.98,85.26,13066028.0,0.005187,2696253.0,0.005187,-0.011019,0.0,0.0,0.0,229882530.78,0.019939,0.022174,10149163.0,86.00800000000001,86.752,87.19933333333333,False,1.3700000000000045,1,0,0,0
10104,2023-03-20,7372.0,ORCL,ORACLE CORP,85.25,87.51,86.96,9177289.0,0.019939,2696253.0,0.019939,0.008918,0.0,0.0,0.0,234466160.88,0.00713,0.005187,13066028.0,85.72999999999999,86.736,87.11066666666667,False,2.260000000000005,1,0,0,0
10104,2023-03-21,7372.0,ORCL,ORACLE CORP,86.66,87.8482,87.58,6683731.0,0.00713,2696253.0,0.00713,0.012982,0.0,0.0,0.0,236137837.74,0.003654,0.019939,9177289.0,85.652,86.80499999999999,87.079,False,1.188200000000009,1,0,0,0
10104,2023-03-22,7372.0,ORCL,ORACLE CORP,87.44,89.16,87.9,7233663.0,0.003654,2696253.0,0.003654,-0.016463,0.0,0.0,4.0,237000638.7,-0.001365,0.00713,6683731.0,85.59299999999999,86.884,87.08433333333333,False,1.7199999999999989,1,0,0,1
10104,2023-03-23,7372.0,ORCL,ORACLE CORP,87.64,89.64,87.78,10747139.0,-0.001365,2696253.0,-0.001365,0.002985,0.0,0.0,0.0,236677088.34,0.00262,0.003654,7233663.0,85.684,86.84400000000001,87.12066666666666,False,2.0,1,0,0,0
10104,2023-03-24,7372.0,ORCL,ORACLE CORP,87.51,88.48,88.01,5852248.0,0.00262,2696253.0,0.00262,0.00564,0.0,0.0,0.0,237297226.53,0.024202,-0.001365,10747139.0,86.078,86.8115,87.166,False,0.9699999999999989,1,0,0,0
10104,2023-03-27,7372.0,ORCL,ORACLE CORP,88.545,90.5,90.14,8170050.0,0.024202,2696253.0,0.024202,0.001647,0.0,0.0,0.0,243040245.42,-0.003217,0.00262,5852248.0,86.599,86.92049999999999,87.266,False,1.9549999999999983,1,0,0,0
10104,2023-03-28,7372.0,ORCL,ORACLE CORP,89.48,90.88,89.85,6378927.0,-0.003217,2696253.0,-0.003217,-0.001574,0.0,0.0,0.0,242258332.05,0.00857,0.024202,8170050.0,87.12800000000001,87.043,87.28033333333333,False,1.3999999999999915,1,0,0,0
10104,2023-03-29,7372.0,ORCL,ORACLE CORP,89.81,90.66,90.62,5233647.0,0.00857,2696253.0,0.00857,0.014237,0.0,0.0,1.0,244334446.86,-0.001214,-0.003217,6378927.0,87.89200000000001,87.25699999999999,87.33133333333333,False,0.8499999999999943,1,0,0,1
10104,2023-03-30,7372.0,ORCL,ORACLE CORP,89.71,91.18,90.51,5640690.0,-0.001214,2696253.0,-0.001214,0.005715,0.0,0.0,0.0,244037859.03,0.026627,0.00857,5233647.0,88.461,87.434,87.40366666666667,True,1.470000000000013,1,0,0,0
10104,2023-03-31,7372.0,ORCL,ORACLE CORP,90.41,93.0,92.92,10476333.0,0.026627,2699802.0,0.026627,0.014437,0.0,0.0,0.0,250865601.84,0.010762,-0.001214,5640690.0,89.227,87.61749999999999,87.577,True,2.5900000000000034,1,0,0,0
10104,2023-04-03,7372.0,ORCL,ORACLE CORP,92.09,94.0,93.92,8410872.0,0.010762,2699802.0,0.010762,0.003699,0.0,0.0,0.0,253565403.84,0.000852,0.026627,10476333.0,89.923,87.8265,87.79833333333335,True,1.9099999999999966,1,0,0,0
10104,2023-04-04,7372.0,ORCL,ORACLE CORP,92.93,94.02,94.0,6651475.0,0.000852,2699802.0,0.000852,-0.005797,0.0,0.0,1.0,253781388.0,0.009468,0.010762,8410872.0,90.56500000000001,88.1085,88.05833333333334,True,1.0899999999999892,1,0,0,1
10104,2023-04-05,7372.0,ORCL,ORACLE CORP,93.48,95.108,94.89,7478750.0,0.009468,2699802.0,0.009468,-0.002492,0.0,0.0,0.0,256184211.78,0.010855,0.000852,6651475.0,91.26400000000001,88.4285,88.34400000000001,True,1.6280000000000001,2,0,0,0
10104,2023-04-06,7372.0,ORCL,ORACLE CORP,93.99,96.08,95.92,9146244.0,0.010855,2699802.0,0.010855,0.003579,0.0,0.0,0.0,258965007.84,-0.018349,0.009468,7478750.0,92.078,88.881,88.58866666666667,True,2.0900000000000034,2,0,0,0
10104,2023-04-10,7372.0,ORCL,ORACLE CORP,93.55,95.11,93.76,8681735.0,-0.018349,2699802.0,-0.022519,0.000996,0.0,0.0,0.0,253133435.52,0.00224,0.010855,9146244.0,92.65299999999999,89.3655,88.75866666666667,True,1.5600000000000023,1,0,0,0
10104,2023-04-11,7372.0,ORCL,ORACLE CORP,93.2,94.13,93.97,8196049.0,0.00224,2699802.0,0.00224,-4.1e-05,0.0,0.0,0.0,253700393.94,-0.000745,-0.018349,8681735.0,93.036,89.81750000000001,88.959,True,0.9299999999999926,1,0,0,0
10104,2023-04-12,7372.0,ORCL,ORACLE CORP,93.595,95.32,93.9,8040306.0,-0.000745,2699802.0,-0.000745,-0.004135,0.0,0.0,1.0,253511407.8,0.017572,0.00224,8196049.0,93.441,90.28450000000001,89.17566666666667,True,1.7249999999999943,1,0,0,1
10104,2023-04-13,7372.0,ORCL,ORACLE CORP,93.94,95.745,95.55,6240215.0,0.017572,2699802.0,0.017572,0.013263,0.0,0.0,0.0,257966081.1,0.001674,-0.000745,8040306.0,93.934,90.913,89.48266666666667,True,1.8050000000000068,2,0,0,0
10104,2023-04-14,7372.0,ORCL,ORACLE CORP,94.68,95.99,95.71,6485060.0,0.001674,2699802.0,0.001674,-0.002069,0.0,0.0,0.0,258398049.42,-0.001254,0.017572,6240215.0,94.454,91.45750000000001,89.77399999999999,True,1.309999999999988,2,0,0,0
10104,2023-04-17,7372.0,ORCL,ORACLE CORP,95.31,95.99,95.59,4772486.0,-0.001254,2699802.0,-0.001254,0.003306,0.0,0.0,0.0,258074073.18,0.009206,0.001674,6485060.0,94.721,91.974,89.98533333333333,True,0.6799999999999926,2,0,0,0
10104,2023-04-18,7372.0,ORCL,ORACLE CORP,95.7749,96.7413,96.47,7219366.0,0.009206,2699802.0,0.009206,0.000855,3.0,0.0,7.0,260449898.94,-0.006842,-0.001254,4772486.0,94.976,92.4495,90.20966666666666,True,0.966399999999993,2,0,1,1
10104,2023-04-19,7372.0,ORCL,ORACLE CORP,95.59,96.47,95.81,4766371.0,-0.006842,2699802.0,-0.006842,-8.4e-05,2.0,0.0,3.0,258668029.62,-0.010229,0.009206,7219366.0,95.157,92.861,90.45800000000001,True,0.8799999999999955,2,0,1,1
10104,2023-04-20,7372.0,ORCL,ORACLE CORP,94.6,96.15,94.83,5815527.0,-0.010229,2699802.0,-0.010229,-0.005953,0.0,0.0,0.0,256022223.66,0.003374,-0.006842,4766371.0,95.151,93.2075,90.66933333333334,True,1.5500000000000114,2,0,0,0
10104,2023-04-21,7372.0,ORCL,ORACLE CORP,94.26,95.31,95.15,7335787.0,0.003374,2699802.0,0.003374,0.000903,0.0,0.0,0.0,256886160.3,0.003048,-0.010229,5815527.0,95.074,93.576,90.94533333333332,True,1.0499999999999972,2,0,0,0
10104,2023-04-24,7372.0,ORCL,ORACLE CORP,94.97,96.075,95.44,4901783.0,0.003048,2699802.0,0.003048,0.000852,0.0,0.0,0.0,257669102.88,-0.014459,0.003374,7335787.0,95.242,93.9475,91.32433333333333,True,1.105000000000004,2,0,0,0
10104,2023-04-25,7372.0,ORCL,ORACLE CORP,94.02,95.7,94.06,5768842.0,-0.014459,2699802.0,-0.014459,-0.015811,0.0,0.0,0.0,253943376.12,-0.003721,0.003048,4901783.0,95.251,94.1435,91.62866666666666,True,1.6800000000000068,1,0,0,0
10104,2023-04-26,7372.0,ORCL,ORACLE CORP,93.34,94.81,93.71,6395726.0,-0.003721,2699802.0,-0.003721,-0.003841,0.0,0.0,0.0,252998445.42,0.014193,-0.014459,5768842.0,95.232,94.3365,91.93366666666665,True,1.4699999999999989,1,0,0,0
10104,2023-04-27,7372.0,ORCL,ORACLE CORP,93.2906,95.09,95.04,5615746.0,0.014193,2699802.0,0.014193,0.019566,0.0,0.0,0.0,256589182.08,-0.003367,-0.003721,6395726.0,95.181,94.5575,92.33566666666665,True,1.7994000000000057,2,0,0,0
10104,2023-04-28,7372.0,ORCL,ORACLE CORP,94.24,95.4,94.72,8498551.0,-0.003367,2699802.0,-0.003367,0.008253,0.0,0.0,1.0,255725245.44,0.001584,0.014193,5615746.0,95.08200000000001,94.768,92.66566666666668,True,1.1600000000000108,2,0,0,1
10104,2023-05-01,7372.0,ORCL,ORACLE CORP,94.7,95.73,94.87,5459865.0,0.001584,2699802.0,0.001584,-0.000386,1.0,0.0,1.0,256130215.74,-0.000738,-0.003367,8498551.0,95.01,94.8655,92.986,True,1.0300000000000011,2,0,1,1
10104,2023-05-02,7372.0,ORCL,ORACLE CORP,93.85,95.24,94.8,5995080.0,-0.000738,2699802.0,-0.000738,-0.011586,0.0,0.0,2.0,255941229.6,-0.000211,0.001584,5459865.0,94.84299999999999,94.90950000000001,93.24733333333333,False,1.3900000000000006,2,0,0,1
10104,2023-05-03,7372.0,ORCL,ORACLE CORP,94.54,95.42,94.78,6744810.0,-0.000211,2699802.0,-0.000211,-0.006998,1.0,0.0,1.0,255887233.56,0.002005,-0.000738,5995080.0,94.74,94.9485,93.48733333333332,False,0.8799999999999955,2,0,1,1
10104,2023-05-04,7372.0,ORCL,ORACLE CORP,94.41,95.12,94.97,5038200.0,0.002005,2699802.0,0.002005,-0.007219,0.0,0.0,0.0,256400195.94,0.021059,-0.000211,6744810.0,94.75399999999999,94.95250000000001,93.723,False,0.710000000000008,2,0,0,0
10104,2023-05-05,7372.0,ORCL,ORACLE CORP,94.83,97.31,96.97,8068571.0,0.021059,2699802.0,0.021059,0.018475,0.0,0.0,0.0,261799799.94,-0.001856,0.002005,5038200.0,94.936,95.005,94.02933333333334,False,2.480000000000004,2,0,0,0
10104,2023-05-08,7372.0,ORCL,ORACLE CORP,96.44,97.28,96.79,5314753.0,-0.001856,2699802.0,-0.001856,0.000452,0.0,0.0,0.0,261313835.58,-0.006716,0.021059,8068571.0,95.071,95.15650000000001,94.32199999999999,False,0.8400000000000034,2,0,0,0
10104,2023-05-09,7372.0,ORCL,ORACLE CORP,96.1,96.89,96.14,6333498.0,-0.006716,2699802.0,-0.006716,-0.004579,0.0,0.0,1.0,259558964.28,0.014354,-0.001856,5314753.0,95.279,95.265,94.522,True,0.7900000000000063,2,0,0,1
10104,2023-05-10,7372.0,ORCL,ORACLE CORP,96.256,97.675,97.52,5935280.0,0.014354,2699802.0,0.014354,0.004484,0.0,0.0,0.0,263284691.04,-0.00082,-0.006716,6333498.0,95.66,95.446,94.77766666666668,True,1.418999999999997,2,0,0,0
10104,2023-05-11,7372.0,ORCL,ORACLE CORP,96.335,97.63,97.44,5144541.0,-0.00082,2699802.0,-0.00082,-0.001697,1.0,0.0,1.0,263068706.88,0.004208,0.014354,5935280.0,95.9,95.5405,95.00499999999998,True,1.2950000000000017,2,0,1,1
10104,2023-05-12,7372.0,ORCL,ORACLE CORP,96.93,97.92,97.85,4994703.0,0.004208,2699802.0,0.004208,-0.001583,1.0,0.0,1.0,264175625.7,-0.00603,-0.00082,5144541.0,96.213,95.6475,95.24966666666667,True,0.9899999999999949,2,0,1,1
10104,2023-05-15,7372.0,ORCL,ORACLE CORP,97.045,97.96,97.26,4443811.0,-0.00603,2699802.0,-0.00603,0.002958,0.0,0.0,0.0,262582742.52,0.010179,0.004208,4994703.0,96.452,95.731,95.39433333333334,True,0.914999999999992,2,0,0,0
10104,2023-05-16,7372.0,ORCL,ORACLE CORP,96.92,98.845,98.25,6898204.0,0.010179,2699802.0,0.010179,-0.006378,0.0,0.0,0.0,265255546.5,0.015471,-0.00603,4443811.0,96.797,95.82,95.53866666666666,True,1.9249999999999972,2,0,0,0
10104,2023-05-17,7372.0,ORCL,ORACLE CORP,98.43,100.4,99.77,9436009.0,0.015471,2699802.0,0.015471,0.011891,0.0,0.0,0.0,269359245.54,0.025759,0.010179,6898204.0,97.296,96.018,95.731,True,1.9699999999999989,2,0,0,0
10104,2023-05-18,7372.0,ORCL,ORACLE CORP,99.73,102.46,102.34,10005725.0,0.025759,2699802.0,0.025759,0.009445,0.0,0.0,1.0,276297736.68,0.004886,0.015471,9436009.0,98.033,96.3935,95.97933333333334,True,2.7299999999999898,2,0,0,1
10104,2023-05-19,7372.0,ORCL,ORACLE CORP,101.92,103.07,102.84,8560257.0,0.004886,2699802.0,0.004886,-0.001446,0.0,0.0,0.0,277647637.68,-0.010405,0.025759,10005725.0,98.62,96.77799999999999,96.21000000000001,True,1.1499999999999915,3,0,0,0
10104,2023-05-22,7372.0,ORCL,ORACLE CORP,101.73,103.1,101.77,5890481.0,-0.010405,2699802.0,-0.010405,0.000155,0.0,0.0,0.0,274758849.54,-0.031738,0.004886,8560257.0,99.11800000000001,97.0945,96.477,True,1.3699999999999903,2,0,0,0
10104,2023-05-23,7372.0,ORCL,ORACLE CORP,98.465,101.43,98.54,10047261.0,-0.031738,2699802.0,-0.031738,-0.011222,0.0,0.0,0.0,266038489.08,-0.002233,-0.010405,5890481.0,99.358,97.3185,96.62933333333334,True,2.9650000000000034,2,0,0,0
10104,2023-05-24,7372.0,ORCL,ORACLE CORP,97.29,98.88,98.32,6815861.0,-0.002233,2699802.0,-0.002233,-0.007319,1.0,0.0,1.0,265444532.64,0.06072,-0.031738,10047261.0,99.43799999999999,97.549,96.77666666666666,True,1.5899999999999892,2,0,1,1
