gvkey,adate,qdate,public_date,TICKER
030091,2022-12-31,2023-09-30,2023-12-31,SNAP
030098,2021-12-31,2022-09-30,2023-01-31,IR
030098,2022-12-31,2022-12-31,2023-02-28,IR
030098,2022-12-31,2022-12-31,2023-03-31,IR
030098,2022-12-31,2022-12-31,2023-04-30,IR
030098,2022-12-31,2023-03-31,2023-05-31,IR
030098,2022-12-31,2023-03-31,2023-06-30,IR
030098,2022-12-31,2023-03-31,2023-07-31,IR
030098,2022-12-31,2023-06-30,2023-08-31,IR
030098,2022-12-31,2023-06-30,2023-09-30,IR
030098,2022-12-31,2023-06-30,2023-10-31,IR
030098,2022-12-31,2023-09-30,2023-11-30,IR
030098,2022-12-31,2023-09-30,2023-12-31,IR
030137,2021-12-31,2022-09-30,2023-01-31,NKTR
030137,2022-12-31,2022-12-31,2023-02-28,NKTR
030137,2022-12-31,2022-12-31,2023-03-31,NKTR
030137,2022-12-31,2022-12-31,2023-04-30,NKTR
030137,2022-12-31,2023-03-31,2023-05-31,NKTR
030137,2022-12-31,2023-03-31,2023-06-30,NKTR
030137,2022-12-31,2023-03-31,2023-07-31,NKTR
030137,2022-12-31,2023-06-30,2023-08-31,NKTR
030137,2022-12-31,2023-06-30,2023-09-30,NKTR
030137,2022-12-31,2023-06-30,2023-10-31,NKTR
030137,2022-12-31,2023-09-30,2023-11-30,NKTR
030137,2022-12-31,2023-09-30,2023-12-31,NKTR
030145,2021-12-31,2022-09-30,2023-01-31,PUMP
030145,2022-12-31,2022-12-31,2023-02-28,PUMP
030145,2022-12-31,2022-12-31,2023-03-31,PUMP
030145,2022-12-31,2022-12-31,2023-04-30,PUMP
030145,2022-12-31,2023-03-31,2023-05-31,PUMP
030145,2022-12-31,2023-03-31,2023-06-30,PUMP
030145,2022-12-31,2023-03-31,2023-07-31,PUMP
030145,2022-12-31,2023-06-30,2023-08-31,PUMP
030145,2022-12-31,2023-06-30,2023-09-30,PUMP
030145,2022-12-31,2023-06-30,2023-10-31,PUMP
030145,2022-12-31,2023-09-30,2023-11-30,PUMP
030145,2022-12-31,2023-09-30,2023-12-31,PUMP
030220,2021-12-31,2022-09-30,2023-01-31,SYPR
030220,2022-12-31,2022-12-31,2023-02-28,SYPR
030220,2022-12-31,2022-12-31,2023-03-31,SYPR
030220,2022-12-31,2022-12-31,2023-04-30,SYPR
030220,2022-12-31,2023-03-31,2023-05-31,SYPR
030220,2022-12-31,2023-03-31,2023-06-30,SYPR
030220,2022-12-31,2023-03-31,2023-07-31,SYPR
030220,2022-12-31,2023-06-30,2023-08-31,SYPR
030220,2022-12-31,2023-06-30,2023-09-30,SYPR
030220,2022-12-31,2023-06-30,2023-10-31,SYPR
030220,2022-12-31,2023-09-30,2023-11-30,SYPR
030220,2022-12-31,2023-09-30,2023-12-31,SYPR
030222,2021-12-31,2022-09-30,2023-01-31,ABCB
030222,2022-12-31,2022-12-31,2023-02-28,ABCB
030222,2022-12-31,2022-12-31,2023-03-31,ABCB
030222,2022-12-31,2022-12-31,2023-04-30,ABCB
030222,2022-12-31,2023-03-31,2023-05-31,ABCB
030222,2022-12-31,2023-03-31,2023-06-30,ABCB
030222,2022-12-31,2023-03-31,2023-07-31,ABCB
030222,2022-12-31,2023-06-30,2023-08-31,ABCB
030222,2022-12-31,2023-06-30,2023-09-30,ABCB
030222,2022-12-31,2023-06-30,2023-10-31,ABCB
030222,2022-12-31,2023-09-30,2023-11-30,ABCB
030222,2022-12-31,2023-09-30,2023-12-31,ABCB
030241,2021-12-31,2022-09-30,2023-01-31,TELL
030241,2022-12-31,2022-12-31,2023-02-28,TELL
030241,2022-12-31,2022-12-31,2023-03-31,TELL
030241,2022-12-31,2022-12-31,2023-04-30,TELL
030241,2022-12-31,2023-03-31,2023-05-31,TELL
030241,2022-12-31,2023-03-31,2023-06-30,TELL
030241,2022-12-31,2023-03-31,2023-07-31,TELL
030241,2022-12-31,2023-06-30,2023-08-31,TELL
030241,2022-12-31,2023-06-30,2023-09-30,TELL
030241,2022-12-31,2023-06-30,2023-10-31,TELL
030241,2022-12-31,2023-09-30,2023-11-30,TELL
030241,2022-12-31,2023-09-30,2023-12-31,TELL
030259,2021-12-31,2022-09-30,2023-01-31,PENN
030259,2022-12-31,2022-12-31,2023-02-28,PENN
030259,2022-12-31,2022-12-31,2023-03-31,PENN
030259,2022-12-31,2022-12-31,2023-04-30,PENN
030259,2022-12-31,2023-03-31,2023-05-31,PENN
030259,2022-12-31,2023-03-31,2023-06-30,PENN
030259,2022-12-31,2023-03-31,2023-07-31,PENN
030259,2022-12-31,2023-06-30,2023-08-31,PENN
030259,2022-12-31,2023-06-30,2023-09-30,PENN
030259,2022-12-31,2023-06-30,2023-10-31,PENN
030259,2022-12-31,2023-09-30,2023-11-30,PENN
030259,2022-12-31,2023-09-30,2023-12-31,PENN
030260,2021-12-31,2022-09-30,2023-01-31,SSD
030260,2022-12-31,2022-12-31,2023-02-28,SSD
030260,2022-12-31,2022-12-31,2023-03-31,SSD
030260,2022-12-31,2022-12-31,2023-04-30,SSD
030260,2022-12-31,2023-03-31,2023-05-31,SSD
030260,2022-12-31,2023-03-31,2023-06-30,SSD
030260,2022-12-31,2023-03-31,2023-07-31,SSD
030260,2022-12-31,2023-06-30,2023-08-31,SSD
030260,2022-12-31,2023-06-30,2023-09-30,SSD
030260,2022-12-31,2023-06-30,2023-10-31,SSD
030260,2022-12-31,2023-09-30,2023-11-30,SSD
030260,2022-12-31,2023-09-30,2023-12-31,SSD
030280,2021-12-31,2022-09-30,2023-01-31,REKR
030280,2022-12-31,2022-12-31,2023-02-28,REKR
030280,2022-12-31,2022-12-31,2023-03-31,REKR
030280,2022-12-31,2022-12-31,2023-04-30,REKR
030280,2022-12-31,2023-03-31,2023-05-31,REKR
030280,2022-12-31,2023-03-31,2023-06-30,REKR
030280,2022-12-31,2023-03-31,2023-07-31,REKR
030280,2022-12-31,2023-06-30,2023-08-31,REKR
030280,2022-12-31,2023-06-30,2023-09-30,REKR
030280,2022-12-31,2023-06-30,2023-10-31,REKR
030280,2022-12-31,2023-09-30,2023-11-30,REKR
030280,2022-12-31,2023-09-30,2023-12-31,REKR
030284,2021-12-31,2022-09-30,2023-01-31,LBRT
030284,2022-12-31,2022-12-31,2023-02-28,LBRT
030284,2022-12-31,2022-12-31,2023-03-31,LBRT
030284,2022-12-31,2022-12-31,2023-04-30,LBRT
030284,2022-12-31,2023-03-31,2023-05-31,LBRT
030284,2022-12-31,2023-03-31,2023-06-30,LBRT
030284,2022-12-31,2023-03-31,2023-07-31,LBRT
030284,2022-12-31,2023-06-30,2023-08-31,LBRT
030284,2022-12-31,2023-06-30,2023-09-30,LBRT
030284,2022-12-31,2023-06-30,2023-10-31,LBRT
030284,2022-12-31,2023-09-30,2023-11-30,LBRT
030284,2022-12-31,2023-09-30,2023-12-31,LBRT
030311,2021-12-31,2022-09-30,2023-01-31,VRDN
030311,2022-12-31,2022-12-31,2023-02-28,VRDN
030311,2022-12-31,2022-12-31,2023-03-31,VRDN
030311,2022-12-31,2022-12-31,2023-04-30,VRDN
030311,2022-12-31,2023-03-31,2023-05-31,VRDN
030311,2022-12-31,2023-03-31,2023-06-30,VRDN
030311,2022-12-31,2023-03-31,2023-07-31,VRDN
030311,2022-12-31,2023-06-30,2023-08-31,VRDN
030311,2022-12-31,2023-06-30,2023-09-30,VRDN
030311,2022-12-31,2023-06-30,2023-10-31,VRDN
030311,2022-12-31,2023-09-30,2023-11-30,VRDN
030311,2022-12-31,2023-09-30,2023-12-31,VRDN
030397,2021-12-31,2022-09-30,2023-01-31,HCC
030397,2022-12-31,2022-12-31,2023-02-28,HCC
030397,2022-12-31,2022-12-31,2023-03-31,HCC
030397,2022-12-31,2022-12-31,2023-04-30,HCC
030397,2022-12-31,2023-03-31,2023-05-31,HCC
030397,2022-12-31,2023-03-31,2023-06-30,HCC
030397,2022-12-31,2023-03-31,2023-07-31,HCC
030397,2022-12-31,2023-06-30,2023-08-31,HCC
030397,2022-12-31,2023-06-30,2023-09-30,HCC
030397,2022-12-31,2023-06-30,2023-10-31,HCC
030397,2022-12-31,2023-09-30,2023-11-30,HCC
030397,2022-12-31,2023-09-30,2023-12-31,HCC
030416,2021-12-31,2022-09-30,2023-01-31,HMNF
030416,2022-12-31,2022-12-31,2023-02-28,HMNF
030416,2022-12-31,2022-12-31,2023-03-31,HMNF
030416,2022-12-31,2022-12-31,2023-04-30,HMNF
030416,2022-12-31,2023-03-31,2023-05-31,HMNF
030416,2022-12-31,2023-03-31,2023-06-30,HMNF
030416,2022-12-31,2023-03-31,2023-07-31,HMNF
030416,2022-12-31,2023-06-30,2023-08-31,HMNF
030416,2022-12-31,2023-06-30,2023-09-30,HMNF
030416,2022-12-31,2023-06-30,2023-10-31,HMNF
030416,2022-12-31,2023-09-30,2023-11-30,HMNF
030416,2022-12-31,2023-09-30,2023-12-31,HMNF
030435,2022-01-31,2022-10-31,2023-01-31,JILL
030435,2022-01-31,2022-10-31,2023-02-28,JILL
030435,2023-01-31,2023-01-31,2023-03-31,JILL
030435,2023-01-31,2023-01-31,2023-04-30,JILL
030435,2023-01-31,2023-01-31,2023-05-31,JILL
030435,2023-01-31,2023-04-30,2023-06-30,JILL
030435,2023-01-31,2023-04-30,2023-07-31,JILL
030435,2023-01-31,2023-04-30,2023-08-31,JILL
030435,2023-01-31,2023-07-31,2023-09-30,JILL
030435,2023-01-31,2023-07-31,2023-10-31,JILL
030435,2023-01-31,2023-07-31,2023-11-30,JILL
030435,2023-01-31,2023-10-31,2023-12-31,JILL
030463,2022-08-31,2022-11-30,2023-01-31,GBX
030463,2022-08-31,2022-11-30,2023-02-28,GBX
030463,2022-08-31,2022-11-30,2023-03-31,GBX
030463,2022-08-31,2023-02-28,2023-04-30,GBX
030463,2022-08-31,2023-02-28,2023-05-31,GBX
030463,2022-08-31,2023-02-28,2023-06-30,GBX
030463,2022-08-31,2023-05-31,2023-07-31,GBX
030463,2022-08-31,2023-05-31,2023-08-31,GBX
030463,2022-08-31,2023-05-31,2023-09-30,GBX
030463,2023-08-31,2023-08-31,2023-10-31,GBX
030463,2023-08-31,2023-08-31,2023-11-30,GBX
030463,2023-08-31,2023-08-31,2023-12-31,GBX
030473,2021-12-31,2022-09-30,2023-01-31,XPL
030473,2022-12-31,2022-12-31,2023-02-28,XPL
030473,2022-12-31,2022-12-31,2023-03-31,XPL
030473,2022-12-31,2022-12-31,2023-04-30,XPL
030473,2022-12-31,2023-03-31,2023-05-31,XPL
030473,2022-12-31,2023-03-31,2023-06-30,XPL
030473,2022-12-31,2023-03-31,2023-07-31,XPL
030473,2022-12-31,2023-06-30,2023-08-31,XPL
030473,2022-12-31,2023-06-30,2023-09-30,XPL
030473,2022-12-31,2023-06-30,2023-10-31,XPL
030473,2022-12-31,2023-09-30,2023-11-30,XPL
030473,2022-12-31,2023-09-30,2023-12-31,XPL
030477,2022-09-30,2022-09-30,2023-01-31,MATW
030477,2022-09-30,2022-12-31,2023-02-28,MATW
030477,2022-09-30,2022-12-31,2023-03-31,MATW
030477,2022-09-30,2022-12-31,2023-04-30,MATW
030477,2022-09-30,2023-03-31,2023-05-31,MATW
030477,2022-09-30,2023-03-31,2023-06-30,MATW
030477,2022-09-30,2023-03-31,2023-07-31,MATW
030477,2022-09-30,2023-06-30,2023-08-31,MATW
030477,2022-09-30,2023-06-30,2023-09-30,MATW
030477,2022-09-30,2023-06-30,2023-10-31,MATW
030477,2023-09-30,2023-09-30,2023-11-30,MATW
030477,2023-09-30,2023-09-30,2023-12-31,MATW
030547,2021-12-31,2022-09-30,2023-01-31,SOI
030547,2022-12-31,2022-12-31,2023-02-28,SOI
030547,2022-12-31,2022-12-31,2023-03-31,SOI
030547,2022-12-31,2022-12-31,2023-04-30,SOI
030547,2022-12-31,2023-03-31,2023-05-31,SOI
030547,2022-12-31,2023-03-31,2023-06-30,SOI
030547,2022-12-31,2023-03-31,2023-07-31,SOI
030547,2022-12-31,2023-06-30,2023-08-31,SOI
030547,2022-12-31,2023-06-30,2023-09-30,SOI
030547,2022-12-31,2023-06-30,2023-10-31,SOI
030547,2022-12-31,2023-09-30,2023-11-30,SOI
030547,2022-12-31,2023-09-30,2023-12-31,SOI
030558,2021-12-31,2022-09-30,2023-01-31,MLR
030558,2022-12-31,2022-12-31,2023-02-28,MLR
030558,2022-12-31,2022-12-31,2023-03-31,MLR
030558,2022-12-31,2022-12-31,2023-04-30,MLR
030558,2022-12-31,2023-03-31,2023-05-31,MLR
030558,2022-12-31,2023-03-31,2023-06-30,MLR
030558,2022-12-31,2023-03-31,2023-07-31,MLR
030558,2022-12-31,2023-06-30,2023-08-31,MLR
030558,2022-12-31,2023-06-30,2023-09-30,MLR
030558,2022-12-31,2023-06-30,2023-10-31,MLR
030558,2022-12-31,2023-09-30,2023-11-30,MLR
030558,2022-12-31,2023-09-30,2023-12-31,MLR
030576,2021-12-31,2022-09-30,2023-01-31,ADTN
030576,2022-12-31,2022-12-31,2023-02-28,ADTN
030576,2022-12-31,2022-12-31,2023-03-31,ADTN
030576,2022-12-31,2022-12-31,2023-04-30,ADTN
030576,2022-12-31,2023-03-31,2023-05-31,ADTN
030576,2022-12-31,2023-03-31,2023-06-30,ADTN
030576,2022-12-31,2023-03-31,2023-07-31,ADTN
030576,2022-12-31,2023-06-30,2023-08-31,ADTN
030576,2022-12-31,2023-06-30,2023-09-30,ADTN
030576,2022-12-31,2023-06-30,2023-10-31,ADTN
030576,2022-12-31,2023-09-30,2023-11-30,ADTN
030576,2022-12-31,2023-09-30,2023-12-31,ADTN
030612,2021-12-31,2022-09-30,2023-01-31,AMED
030612,2022-12-31,2022-12-31,2023-02-28,AMED
030612,2022-12-31,2022-12-31,2023-03-31,AMED
030612,2022-12-31,2022-12-31,2023-04-30,AMED
030612,2022-12-31,2023-03-31,2023-05-31,AMED
030612,2022-12-31,2023-03-31,2023-06-30,AMED
030612,2022-12-31,2023-03-31,2023-07-31,AMED
030612,2022-12-31,2023-06-30,2023-08-31,AMED
030612,2022-12-31,2023-06-30,2023-09-30,AMED
030612,2022-12-31,2023-06-30,2023-10-31,AMED
030612,2022-12-31,2023-09-30,2023-11-30,AMED
030612,2022-12-31,2023-09-30,2023-12-31,AMED
030614,2021-12-31,2022-09-30,2023-01-31,EFOI
030614,2022-12-31,2022-12-31,2023-02-28,EFOI
030614,2022-12-31,2022-12-31,2023-03-31,EFOI
030614,2022-12-31,2022-12-31,2023-04-30,EFOI
030614,2022-12-31,2023-03-31,2023-05-31,EFOI
