gvkey,adate,qdate,public_date,TICKER
023980,2022-12-31,2023-03-31,2023-06-30,ATXS
023980,2022-12-31,2023-03-31,2023-07-31,ATXS
023980,2022-12-31,2023-06-30,2023-08-31,ATXS
023980,2022-12-31,2023-06-30,2023-09-30,ATXS
023980,2022-12-31,2023-06-30,2023-10-31,ATXS
023980,2022-12-31,2023-09-30,2023-11-30,ATXS
023980,2022-12-31,2023-09-30,2023-12-31,ATXS
023990,2021-12-31,2022-09-30,2023-01-31,GKOS
023990,2022-12-31,2022-12-31,2023-02-28,GKOS
023990,2022-12-31,2022-12-31,2023-03-31,GKOS
023990,2022-12-31,2022-12-31,2023-04-30,GKOS
023990,2022-12-31,2023-03-31,2023-05-31,GKOS
023990,2022-12-31,2023-03-31,2023-06-30,GKOS
023990,2022-12-31,2023-03-31,2023-07-31,GKOS
023990,2022-12-31,2023-06-30,2023-08-31,GKOS
023990,2022-12-31,2023-06-30,2023-09-30,GKOS
023990,2022-12-31,2023-06-30,2023-10-31,GKOS
023990,2022-12-31,2023-09-30,2023-11-30,GKOS
023990,2022-12-31,2023-09-30,2023-12-31,GKOS
024021,2022-03-31,2022-09-30,2023-01-31,HAE
024021,2022-03-31,2022-12-31,2023-02-28,HAE
024021,2022-03-31,2022-12-31,2023-03-31,HAE
024021,2022-03-31,2022-12-31,2023-04-30,HAE
024021,2023-03-31,2023-03-31,2023-05-31,HAE
024021,2023-03-31,2023-03-31,2023-06-30,HAE
024021,2023-03-31,2023-03-31,2023-07-31,HAE
024021,2023-03-31,2023-06-30,2023-08-31,HAE
024021,2023-03-31,2023-06-30,2023-09-30,HAE
024021,2023-03-31,2023-06-30,2023-10-31,HAE
024021,2023-03-31,2023-09-30,2023-11-30,HAE
024021,2023-03-31,2023-09-30,2023-12-31,HAE
024040,2021-12-31,2022-09-30,2023-01-31,IONS
024040,2022-12-31,2022-12-31,2023-02-28,IONS
024040,2022-12-31,2022-12-31,2023-03-31,IONS
024040,2022-12-31,2022-12-31,2023-04-30,IONS
024040,2022-12-31,2023-03-31,2023-05-31,IONS
024040,2022-12-31,2023-03-31,2023-06-30,IONS
024040,2022-12-31,2023-03-31,2023-07-31,IONS
024040,2022-12-31,2023-06-30,2023-08-31,IONS
024040,2022-12-31,2023-06-30,2023-09-30,IONS
024040,2022-12-31,2023-06-30,2023-10-31,IONS
024040,2022-12-31,2023-09-30,2023-11-30,IONS
024040,2022-12-31,2023-09-30,2023-12-31,IONS
024071,2021-12-31,2022-09-30,2023-01-31,APPF
024071,2022-12-31,2022-12-31,2023-02-28,APPF
024071,2022-12-31,2022-12-31,2023-03-31,APPF
024071,2022-12-31,2022-12-31,2023-04-30,APPF
024071,2022-12-31,2023-03-31,2023-05-31,APPF
024071,2022-12-31,2023-03-31,2023-06-30,APPF
024071,2022-12-31,2023-03-31,2023-07-31,APPF
024071,2022-12-31,2023-06-30,2023-08-31,APPF
024071,2022-12-31,2023-06-30,2023-09-30,APPF
024071,2022-12-31,2023-06-30,2023-10-31,APPF
024071,2022-12-31,2023-09-30,2023-11-30,APPF
024071,2022-12-31,2023-09-30,2023-12-31,APPF
024076,2022-01-31,2022-10-31,2023-01-31,OLLI
024076,2022-01-31,2022-10-31,2023-02-28,OLLI
024076,2023-01-31,2023-01-31,2023-03-31,OLLI
024076,2023-01-31,2023-01-31,2023-04-30,OLLI
024076,2023-01-31,2023-01-31,2023-05-31,OLLI
024076,2023-01-31,2023-04-30,2023-06-30,OLLI
024076,2023-01-31,2023-04-30,2023-07-31,OLLI
024076,2023-01-31,2023-04-30,2023-08-31,OLLI
024076,2023-01-31,2023-07-31,2023-09-30,OLLI
024076,2023-01-31,2023-07-31,2023-10-31,OLLI
024076,2023-01-31,2023-07-31,2023-11-30,OLLI
024076,2023-01-31,2023-10-31,2023-12-31,OLLI
024083,2021-12-31,2022-09-30,2023-01-31,VERX
024083,2022-12-31,2022-12-31,2023-02-28,VERX
024083,2022-12-31,2022-12-31,2023-03-31,VERX
024083,2022-12-31,2022-12-31,2023-04-30,VERX
024083,2022-12-31,2023-03-31,2023-05-31,VERX
024083,2022-12-31,2023-03-31,2023-06-30,VERX
024083,2022-12-31,2023-03-31,2023-07-31,VERX
024083,2022-12-31,2023-06-30,2023-08-31,VERX
024083,2022-12-31,2023-06-30,2023-09-30,VERX
024083,2022-12-31,2023-06-30,2023-10-31,VERX
024083,2022-12-31,2023-09-30,2023-11-30,VERX
024083,2022-12-31,2023-09-30,2023-12-31,VERX
024084,2021-12-31,2022-09-30,2023-01-31,CFMS
024084,2022-12-31,2022-12-31,2023-02-28,CFMS
024084,2022-12-31,2022-12-31,2023-03-31,CFMS
024084,2022-12-31,2022-12-31,2023-04-30,CFMS
024084,2022-12-31,2023-03-31,2023-05-31,CFMS
024084,2022-12-31,2023-03-31,2023-06-30,CFMS
024084,2022-12-31,2023-03-31,2023-07-31,CFMS
024084,2022-12-31,2023-06-30,2023-08-31,CFMS
024099,2021-12-31,2022-09-30,2023-01-31,LCUT
024099,2022-12-31,2022-12-31,2023-02-28,LCUT
024099,2022-12-31,2022-12-31,2023-03-31,LCUT
024099,2022-12-31,2022-12-31,2023-04-30,LCUT
024099,2022-12-31,2023-03-31,2023-05-31,LCUT
024099,2022-12-31,2023-03-31,2023-06-30,LCUT
024099,2022-12-31,2023-03-31,2023-07-31,LCUT
024099,2022-12-31,2023-06-30,2023-08-31,LCUT
024099,2022-12-31,2023-06-30,2023-09-30,LCUT
024099,2022-12-31,2023-06-30,2023-10-31,LCUT
024099,2022-12-31,2023-09-30,2023-11-30,LCUT
024099,2022-12-31,2023-09-30,2023-12-31,LCUT
024135,2021-12-31,2022-09-30,2023-01-31,ALRM
024135,2022-12-31,2022-12-31,2023-02-28,ALRM
024135,2022-12-31,2022-12-31,2023-03-31,ALRM
024135,2022-12-31,2022-12-31,2023-04-30,ALRM
024135,2022-12-31,2023-03-31,2023-05-31,ALRM
024135,2022-12-31,2023-03-31,2023-06-30,ALRM
024135,2022-12-31,2023-03-31,2023-07-31,ALRM
024135,2022-12-31,2023-06-30,2023-08-31,ALRM
024135,2022-12-31,2023-06-30,2023-09-30,ALRM
024135,2022-12-31,2023-06-30,2023-10-31,ALRM
024135,2022-12-31,2023-09-30,2023-11-30,ALRM
024135,2022-12-31,2023-09-30,2023-12-31,ALRM
024157,2021-12-31,2022-09-30,2023-01-31,FCFS
024157,2022-12-31,2022-12-31,2023-02-28,FCFS
024157,2022-12-31,2022-12-31,2023-03-31,FCFS
024157,2022-12-31,2022-12-31,2023-04-30,FCFS
024157,2022-12-31,2023-03-31,2023-05-31,FCFS
024157,2022-12-31,2023-03-31,2023-06-30,FCFS
024157,2022-12-31,2023-03-31,2023-07-31,FCFS
024157,2022-12-31,2023-06-30,2023-08-31,FCFS
024157,2022-12-31,2023-06-30,2023-09-30,FCFS
024157,2022-12-31,2023-06-30,2023-10-31,FCFS
024157,2022-12-31,2023-09-30,2023-11-30,FCFS
024157,2022-12-31,2023-09-30,2023-12-31,FCFS
024171,2022-01-31,2022-10-31,2023-01-31,DBI
024171,2022-01-31,2022-10-31,2023-02-28,DBI
024171,2023-01-31,2023-01-31,2023-03-31,DBI
024171,2023-01-31,2023-01-31,2023-04-30,DBI
024171,2023-01-31,2023-01-31,2023-05-31,DBI
024171,2023-01-31,2023-04-30,2023-06-30,DBI
024171,2023-01-31,2023-04-30,2023-07-31,DBI
024171,2023-01-31,2023-04-30,2023-08-31,DBI
024171,2023-01-31,2023-07-31,2023-09-30,DBI
024171,2023-01-31,2023-07-31,2023-10-31,DBI
024171,2023-01-31,2023-07-31,2023-11-30,DBI
024171,2023-01-31,2023-10-31,2023-12-31,DBI
024176,2021-12-31,2022-09-30,2023-01-31,NTRA
024176,2022-12-31,2022-12-31,2023-02-28,NTRA
024176,2022-12-31,2022-12-31,2023-03-31,NTRA
024176,2022-12-31,2022-12-31,2023-04-30,NTRA
024176,2022-12-31,2023-03-31,2023-05-31,NTRA
024176,2022-12-31,2023-03-31,2023-06-30,NTRA
024176,2022-12-31,2023-03-31,2023-07-31,NTRA
024176,2022-12-31,2023-06-30,2023-08-31,NTRA
024176,2022-12-31,2023-06-30,2023-09-30,NTRA
024176,2022-12-31,2023-06-30,2023-10-31,NTRA
024176,2022-12-31,2023-09-30,2023-11-30,NTRA
024176,2022-12-31,2023-09-30,2023-12-31,NTRA
024177,2021-12-31,2022-09-30,2023-01-31,MCRB
024177,2022-12-31,2022-12-31,2023-02-28,MCRB
024177,2022-12-31,2022-12-31,2023-03-31,MCRB
024177,2022-12-31,2022-12-31,2023-04-30,MCRB
024177,2022-12-31,2023-03-31,2023-05-31,MCRB
024177,2022-12-31,2023-03-31,2023-06-30,MCRB
024177,2022-12-31,2023-03-31,2023-07-31,MCRB
024177,2022-12-31,2023-06-30,2023-08-31,MCRB
024177,2022-12-31,2023-06-30,2023-09-30,MCRB
024177,2022-12-31,2023-06-30,2023-10-31,MCRB
024177,2022-12-31,2023-09-30,2023-11-30,MCRB
024177,2022-12-31,2023-09-30,2023-12-31,MCRB
024197,2021-12-31,2022-09-30,2023-01-31,IDXX
024197,2022-12-31,2022-12-31,2023-02-28,IDXX
024197,2022-12-31,2022-12-31,2023-03-31,IDXX
024197,2022-12-31,2022-12-31,2023-04-30,IDXX
024197,2022-12-31,2023-03-31,2023-05-31,IDXX
024197,2022-12-31,2023-03-31,2023-06-30,IDXX
024197,2022-12-31,2023-03-31,2023-07-31,IDXX
024197,2022-12-31,2023-06-30,2023-08-31,IDXX
024197,2022-12-31,2023-06-30,2023-09-30,IDXX
024197,2022-12-31,2023-06-30,2023-10-31,IDXX
024197,2022-12-31,2023-09-30,2023-11-30,IDXX
024197,2022-12-31,2023-09-30,2023-12-31,IDXX
024204,2021-12-31,2022-09-30,2023-01-31,ISIG
024204,2022-12-31,2022-12-31,2023-02-28,ISIG
024204,2022-12-31,2022-12-31,2023-03-31,ISIG
024204,2022-12-31,2022-12-31,2023-04-30,ISIG
024204,2022-12-31,2023-03-31,2023-05-31,ISIG
024204,2022-12-31,2023-03-31,2023-06-30,ISIG
024204,2022-12-31,2023-03-31,2023-07-31,ISIG
024204,2022-12-31,2023-06-30,2023-08-31,ISIG
024204,2022-12-31,2023-06-30,2023-09-30,ISIG
024204,2022-12-31,2023-06-30,2023-10-31,ISIG
024204,2022-12-31,2023-09-30,2023-11-30,LDWY
024204,2022-12-31,2023-09-30,2023-12-31,LDWY
024216,2021-12-31,2022-09-30,2023-01-31,AES
024216,2022-12-31,2022-12-31,2023-02-28,AES
024216,2022-12-31,2022-12-31,2023-03-31,AES
024216,2022-12-31,2022-12-31,2023-04-30,AES
024216,2022-12-31,2023-03-31,2023-05-31,AES
024216,2022-12-31,2023-03-31,2023-06-30,AES
024216,2022-12-31,2023-03-31,2023-07-31,AES
024216,2022-12-31,2023-06-30,2023-08-31,AES
024216,2022-12-31,2023-06-30,2023-09-30,AES
024216,2022-12-31,2023-06-30,2023-10-31,AES
024216,2022-12-31,2023-09-30,2023-11-30,AES
024216,2022-12-31,2023-09-30,2023-12-31,AES
024225,2022-03-31,2022-09-30,2023-01-31,CRVL
024225,2022-03-31,2022-12-31,2023-02-28,CRVL
024225,2022-03-31,2022-12-31,2023-03-31,CRVL
024225,2022-03-31,2022-12-31,2023-04-30,CRVL
024225,2023-03-31,2023-03-31,2023-05-31,CRVL
024225,2023-03-31,2023-03-31,2023-06-30,CRVL
024225,2023-03-31,2023-03-31,2023-07-31,CRVL
024225,2023-03-31,2023-06-30,2023-08-31,CRVL
024225,2023-03-31,2023-06-30,2023-09-30,CRVL
024225,2023-03-31,2023-06-30,2023-10-31,CRVL
024225,2023-03-31,2023-09-30,2023-11-30,CRVL
024225,2023-03-31,2023-09-30,2023-12-31,CRVL
024232,2021-12-31,2022-09-30,2023-01-31,HWC
024232,2022-12-31,2022-12-31,2023-02-28,HWC
024232,2022-12-31,2022-12-31,2023-03-31,HWC
024232,2022-12-31,2022-12-31,2023-04-30,HWC
024232,2022-12-31,2023-03-31,2023-05-31,HWC
024232,2022-12-31,2023-03-31,2023-06-30,HWC
024232,2022-12-31,2023-03-31,2023-07-31,HWC
024232,2022-12-31,2023-06-30,2023-08-31,HWC
024232,2022-12-31,2023-06-30,2023-09-30,HWC
024232,2022-12-31,2023-06-30,2023-10-31,HWC
024232,2022-12-31,2023-09-30,2023-11-30,HWC
024232,2022-12-31,2023-09-30,2023-12-31,HWC
024234,2022-01-31,2022-10-31,2023-01-31,IMBI
024234,2022-01-31,2022-10-31,2023-02-28,IMBI
024234,2023-01-31,2023-01-31,2023-03-31,IMBI
024234,2023-01-31,2023-01-31,2023-04-30,IMBI
024234,2023-01-31,2023-01-31,2023-05-31,IMBI
024234,2023-01-31,2023-01-31,2023-06-30,IMBI
024249,2021-12-31,2022-09-30,2023-01-31,TDOC
024249,2022-12-31,2022-12-31,2023-02-28,TDOC
024249,2022-12-31,2022-12-31,2023-03-31,TDOC
024249,2022-12-31,2022-12-31,2023-04-30,TDOC
024249,2022-12-31,2023-03-31,2023-05-31,TDOC
024249,2022-12-31,2023-03-31,2023-06-30,TDOC
024249,2022-12-31,2023-03-31,2023-07-31,TDOC
024249,2022-12-31,2023-06-30,2023-08-31,TDOC
024249,2022-12-31,2023-06-30,2023-09-30,TDOC
024249,2022-12-31,2023-06-30,2023-10-31,TDOC
024249,2022-12-31,2023-09-30,2023-11-30,TDOC
024249,2022-12-31,2023-09-30,2023-12-31,TDOC
024287,2021-12-31,2022-09-30,2023-01-31,AMBC
024287,2022-12-31,2022-12-31,2023-02-28,AMBC
024287,2022-12-31,2022-12-31,2023-03-31,AMBC
024287,2022-12-31,2022-12-31,2023-04-30,AMBC
024287,2022-12-31,2023-03-31,2023-05-31,AMBC
024287,2022-12-31,2023-03-31,2023-06-30,AMBC
024287,2022-12-31,2023-03-31,2023-07-31,AMBC
024287,2022-12-31,2023-06-30,2023-08-31,AMBC
024287,2022-12-31,2023-06-30,2023-09-30,AMBC
024287,2022-12-31,2023-06-30,2023-10-31,AMBC
024287,2022-12-31,2023-09-30,2023-11-30,AMBC
024287,2022-12-31,2023-09-30,2023-12-31,AMBC
024291,2021-12-31,2022-09-30,2023-01-31,DIN
024291,2022-12-31,2022-12-31,2023-02-28,DIN
024291,2022-12-31,2022-12-31,2023-03-31,DIN
024291,2022-12-31,2022-12-31,2023-04-30,DIN
024291,2022-12-31,2023-03-31,2023-05-31,DIN
024291,2022-12-31,2023-03-31,2023-06-30,DIN
024291,2022-12-31,2023-03-31,2023-07-31,DIN
024291,2022-12-31,2023-06-30,2023-08-31,DIN
024291,2022-12-31,2023-06-30,2023-09-30,DIN
024291,2022-12-31,2023-06-30,2023-10-31,DIN
024291,2022-12-31,2023-09-30,2023-11-30,DIN
024291,2022-12-31,2023-09-30,2023-12-31,DIN
024293,2021-12-31,2022-09-30,2023-01-31,KALU
024293,2022-12-31,2022-12-31,2023-02-28,KALU
024293,2022-12-31,2022-12-31,2023-03-31,KALU
024293,2022-12-31,2022-12-31,2023-04-30,KALU
024293,2022-12-31,2023-03-31,2023-05-31,KALU
024293,2022-12-31,2023-03-31,2023-06-30,KALU
024293,2022-12-31,2023-03-31,2023-07-31,KALU
024293,2022-12-31,2023-06-30,2023-08-31,KALU
024293,2022-12-31,2023-06-30,2023-09-30,KALU
024293,2022-12-31,2023-06-30,2023-10-31,KALU
024293,2022-12-31,2023-09-30,2023-11-30,KALU
024293,2022-12-31,2023-09-30,2023-12-31,KALU
024310,2022-12-31,2023-09-30,2023-11-30,SGD
024310,2022-12-31,2023-09-30,2023-12-31,SGD
024316,2021-12-31,2022-09-30,2023-01-31,MNST
024316,2022-12-31,2022-12-31,2023-02-28,MNST
024316,2022-12-31,2022-12-31,2023-03-31,MNST
024316,2022-12-31,2022-12-31,2023-04-30,MNST
024316,2022-12-31,2023-03-31,2023-05-31,MNST
024316,2022-12-31,2023-03-31,2023-06-30,MNST
024316,2022-12-31,2023-03-31,2023-07-31,MNST
024316,2022-12-31,2023-06-30,2023-08-31,MNST
024316,2022-12-31,2023-06-30,2023-09-30,MNST
024316,2022-12-31,2023-06-30,2023-10-31,MNST
024316,2022-12-31,2023-09-30,2023-11-30,MNST
024316,2022-12-31,2023-09-30,2023-12-31,MNST
024344,2021-12-31,2022-09-30,2023-01-31,VRTX
024344,2022-12-31,2022-12-31,2023-02-28,VRTX
024344,2022-12-31,2022-12-31,2023-03-31,VRTX
024344,2022-12-31,2022-12-31,2023-04-30,VRTX
024344,2022-12-31,2023-03-31,2023-05-31,VRTX
024344,2022-12-31,2023-03-31,2023-06-30,VRTX
024344,2022-12-31,2023-03-31,2023-07-31,VRTX
024344,2022-12-31,2023-06-30,2023-08-31,VRTX
024344,2022-12-31,2023-06-30,2023-09-30,VRTX
024344,2022-12-31,2023-06-30,2023-10-31,VRTX
024344,2022-12-31,2023-09-30,2023-11-30,VRTX
024344,2022-12-31,2023-09-30,2023-12-31,VRTX
024350,2022-03-31,2022-09-30,2023-01-31,MNRO
024350,2022-03-31,2022-12-31,2023-02-28,MNRO
024350,2022-03-31,2022-12-31,2023-03-31,MNRO
024350,2022-03-31,2022-12-31,2023-04-30,MNRO
024350,2023-03-31,2023-03-31,2023-05-31,MNRO
024350,2023-03-31,2023-03-31,2023-06-30,MNRO
024350,2023-03-31,2023-03-31,2023-07-31,MNRO
024350,2023-03-31,2023-06-30,2023-08-31,MNRO
024350,2023-03-31,2023-06-30,2023-09-30,MNRO
024350,2023-03-31,2023-06-30,2023-10-31,MNRO
024350,2023-03-31,2023-09-30,2023-11-30,MNRO
024350,2023-03-31,2023-09-30,2023-12-31,MNRO
024351,2021-12-31,2022-09-30,2023-01-31,LIND
024351,2022-12-31,2022-12-31,2023-02-28,LIND
024351,2022-12-31,2022-12-31,2023-03-31,LIND
024351,2022-12-31,2022-12-31,2023-04-30,LIND
024351,2022-12-31,2023-03-31,2023-05-31,LIND
024351,2022-12-31,2023-03-31,2023-06-30,LIND
024351,2022-12-31,2023-03-31,2023-07-31,LIND
024351,2022-12-31,2023-06-30,2023-08-31,LIND
024351,2022-12-31,2023-06-30,2023-09-30,LIND
024351,2022-12-31,2023-06-30,2023-10-31,LIND
024351,2022-12-31,2023-09-30,2023-11-30,LIND
024351,2022-12-31,2023-09-30,2023-12-31,LIND
024352,2022-11-30,2022-11-30,2023-01-31,PRGS
024352,2022-11-30,2022-11-30,2023-02-28,PRGS
024352,2022-11-30,2022-11-30,2023-03-31,PRGS
024352,2022-11-30,2023-02-28,2023-04-30,PRGS
024352,2022-11-30,2023-02-28,2023-05-31,PRGS
024352,2022-11-30,2023-02-28,2023-06-30,PRGS
024352,2022-11-30,2023-05-31,2023-07-31,PRGS
024352,2022-11-30,2023-05-31,2023-08-31,PRGS
024352,2022-11-30,2023-05-31,2023-09-30,PRGS
024352,2022-11-30,2023-08-31,2023-10-31,PRGS
024352,2022-11-30,2023-08-31,2023-11-30,PRGS
024352,2022-11-30,2023-08-31,2023-12-31,PRGS
024379,2021-12-31,2022-09-30,2023-01-31,MTG
024379,2022-12-31,2022-12-31,2023-02-28,MTG
024379,2022-12-31,2022-12-31,2023-03-31,MTG
024379,2022-12-31,2022-12-31,2023-04-30,MTG
024379,2022-12-31,2023-03-31,2023-05-31,MTG
024379,2022-12-31,2023-03-31,2023-06-30,MTG
024379,2022-12-31,2023-03-31,2023-07-31,MTG
024379,2022-12-31,2023-06-30,2023-08-31,MTG
024379,2022-12-31,2023-06-30,2023-09-30,MTG
024379,2022-12-31,2023-06-30,2023-10-31,MTG
024379,2022-12-31,2023-09-30,2023-11-30,MTG
024379,2022-12-31,2023-09-30,2023-12-31,MTG
024405,2021-12-31,2022-09-30,2023-01-31,ZBRA
024405,2022-12-31,2022-12-31,2023-02-28,ZBRA
024405,2022-12-31,2022-12-31,2023-03-31,ZBRA
024405,2022-12-31,2022-12-31,2023-04-30,ZBRA
024405,2022-12-31,2023-03-31,2023-05-31,ZBRA
024405,2022-12-31,2023-03-31,2023-06-30,ZBRA
024405,2022-12-31,2023-03-31,2023-07-31,ZBRA
024405,2022-12-31,2023-06-30,2023-08-31,ZBRA
024405,2022-12-31,2023-06-30,2023-09-30,ZBRA
024405,2022-12-31,2023-06-30,2023-10-31,ZBRA
024405,2022-12-31,2023-09-30,2023-11-30,ZBRA
024405,2022-12-31,2023-09-30,2023-12-31,ZBRA
024421,2021-12-31,2022-09-30,2023-01-31,BOXL
024421,2022-12-31,2022-12-31,2023-02-28,BOXL
024421,2022-12-31,2022-12-31,2023-03-31,BOXL
024421,2022-12-31,2022-12-31,2023-04-30,BOXL
024421,2022-12-31,2023-03-31,2023-05-31,BOXL
024421,2022-12-31,2023-03-31,2023-06-30,BOXL
024421,2022-12-31,2023-03-31,2023-07-31,BOXL
024421,2022-12-31,2023-06-30,2023-08-31,BOXL
024421,2022-12-31,2023-06-30,2023-09-30,BOXL
024421,2022-12-31,2023-06-30,2023-10-31,BOXL
024421,2022-12-31,2023-09-30,2023-11-30,BOXL
024421,2022-12-31,2023-09-30,2023-12-31,BOXL
024422,2021-12-31,2022-09-30,2023-01-31,AQMS
024422,2022-12-31,2022-12-31,2023-02-28,AQMS
024422,2022-12-31,2022-12-31,2023-03-31,AQMS
024422,2022-12-31,2022-12-31,2023-04-30,AQMS
024422,2022-12-31,2023-03-31,2023-05-31,AQMS
024422,2022-12-31,2023-03-31,2023-06-30,AQMS
024422,2022-12-31,2023-03-31,2023-07-31,AQMS
024422,2022-12-31,2023-06-30,2023-08-31,AQMS
024422,2022-12-31,2023-06-30,2023-09-30,AQMS
024422,2022-12-31,2023-06-30,2023-10-31,AQMS
024422,2022-12-31,2023-09-30,2023-11-30,AQMS
024422,2022-12-31,2023-09-30,2023-12-31,AQMS
024428,,2022-09-30,2023-01-31,AEY
024428,2022-12-31,2022-12-31,2023-02-28,AEY
024428,2022-12-31,2022-12-31,2023-03-31,AEY
024428,2022-12-31,2022-12-31,2023-04-30,AEY
024428,2022-12-31,2023-03-31,2023-05-31,AEY
024428,2022-12-31,2023-03-31,2023-06-30,AEY
024428,2022-12-31,2023-03-31,2023-07-31,AEY
024428,2022-12-31,2023-06-30,2023-08-31,AEY
024428,2022-12-31,2023-06-30,2023-09-30,AEY
024428,2022-12-31,2023-06-30,2023-10-31,AEY
024428,2022-12-31,2023-09-30,2023-11-30,AEY
024428,2022-12-31,2023-09-30,2023-12-31,AEY
024430,2022-09-30,2022-09-30,2023-01-31,EZPW
024430,2022-09-30,2022-12-31,2023-02-28,EZPW
024430,2022-09-30,2022-12-31,2023-03-31,EZPW
024430,2022-09-30,2022-12-31,2023-04-30,EZPW
024430,2022-09-30,2023-03-31,2023-05-31,EZPW
024430,2022-09-30,2023-03-31,2023-06-30,EZPW
024430,2022-09-30,2023-03-31,2023-07-31,EZPW
024430,2022-09-30,2023-06-30,2023-08-31,EZPW
024430,2022-09-30,2023-06-30,2023-09-30,EZPW
024430,2022-09-30,2023-06-30,2023-10-31,EZPW
024430,2023-09-30,2023-09-30,2023-11-30,EZPW
024430,2023-09-30,2023-09-30,2023-12-31,EZPW
024440,2021-12-31,2022-09-30,2023-01-31,PRA
024440,2022-12-31,2022-12-31,2023-02-28,PRA
024440,2022-12-31,2022-12-31,2023-03-31,PRA
024440,2022-12-31,2022-12-31,2023-04-30,PRA
024440,2022-12-31,2023-03-31,2023-05-31,PRA
024440,2022-12-31,2023-03-31,2023-06-30,PRA
024440,2022-12-31,2023-03-31,2023-07-31,PRA
024440,2022-12-31,2023-06-30,2023-08-31,PRA
024440,2022-12-31,2023-06-30,2023-09-30,PRA
024440,2022-12-31,2023-06-30,2023-10-31,PRA
024440,2022-12-31,2023-09-30,2023-11-30,PRA
024440,2022-12-31,2023-09-30,2023-12-31,PRA
024447,2021-12-31,2022-09-30,2023-01-31,BOKF
024447,2022-12-31,2022-12-31,2023-02-28,BOKF
024447,2022-12-31,2022-12-31,2023-03-31,BOKF
024447,2022-12-31,2022-12-31,2023-04-30,BOKF
024447,2022-12-31,2023-03-31,2023-05-31,BOKF
024447,2022-12-31,2023-03-31,2023-06-30,BOKF
024447,2022-12-31,2023-03-31,2023-07-31,BOKF
024447,2022-12-31,2023-06-30,2023-08-31,BOKF
024447,2022-12-31,2023-06-30,2023-09-30,BOKF
024447,2022-12-31,2023-06-30,2023-10-31,BOKF
024447,2022-12-31,2023-09-30,2023-11-30,BOKF
024447,2022-12-31,2023-09-30,2023-12-31,BOKF
024463,2022-04-30,2022-10-31,2023-01-31,FIZZ
024463,2022-04-30,2022-10-31,2023-02-28,FIZZ
024463,2022-04-30,2023-01-31,2023-03-31,FIZZ
024463,2022-04-30,2023-01-31,2023-04-30,FIZZ
024463,2022-04-30,2023-01-31,2023-05-31,FIZZ
024463,2023-04-30,2023-04-30,2023-06-30,FIZZ
024463,2023-04-30,2023-04-30,2023-07-31,FIZZ
024463,2023-04-30,2023-04-30,2023-08-31,FIZZ
024463,2023-04-30,2023-07-31,2023-09-30,FIZZ
024463,2023-04-30,2023-07-31,2023-10-31,FIZZ
024463,2023-04-30,2023-07-31,2023-11-30,FIZZ
024463,2023-04-30,2023-10-31,2023-12-31,FIZZ
024468,2021-12-31,2022-09-30,2023-01-31,BIIB
024468,2022-12-31,2022-12-31,2023-02-28,BIIB
024468,2022-12-31,2022-12-31,2023-03-31,BIIB
024468,2022-12-31,2022-12-31,2023-04-30,BIIB
024468,2022-12-31,2023-03-31,2023-05-31,BIIB
024468,2022-12-31,2023-03-31,2023-06-30,BIIB
024468,2022-12-31,2023-03-31,2023-07-31,BIIB
024468,2022-12-31,2023-06-30,2023-08-31,BIIB
024468,2022-12-31,2023-06-30,2023-09-30,BIIB
024468,2022-12-31,2023-06-30,2023-10-31,BIIB
024468,2022-12-31,2023-09-30,2023-11-30,BIIB
024468,2022-12-31,2023-09-30,2023-12-31,BIIB
024481,2022-06-30,2022-09-30,2023-01-31,MSGS
024481,2022-06-30,2022-12-31,2023-02-28,MSGS
024481,2022-06-30,2022-12-31,2023-03-31,MSGS
024481,2022-06-30,2022-12-31,2023-04-30,MSGS
024481,2022-06-30,2023-03-31,2023-05-31,MSGS
024481,2022-06-30,2023-03-31,2023-06-30,MSGS
024481,2022-06-30,2023-03-31,2023-07-31,MSGS
024481,2023-06-30,2023-06-30,2023-08-31,MSGS
024481,2023-06-30,2023-06-30,2023-09-30,MSGS
024481,2023-06-30,2023-06-30,2023-10-31,MSGS
024481,2023-06-30,2023-09-30,2023-11-30,MSGS
024481,2023-06-30,2023-09-30,2023-12-31,MSGS
024501,2021-12-31,2022-09-30,2023-01-31,RPD
024501,2022-12-31,2022-12-31,2023-02-28,RPD
024501,2022-12-31,2022-12-31,2023-03-31,RPD
024501,2022-12-31,2022-12-31,2023-04-30,RPD
024501,2022-12-31,2023-03-31,2023-05-31,RPD
024501,2022-12-31,2023-03-31,2023-06-30,RPD
024501,2022-12-31,2023-03-31,2023-07-31,RPD
024501,2022-12-31,2023-06-30,2023-08-31,RPD
024501,2022-12-31,2023-06-30,2023-09-30,RPD
024501,2022-12-31,2023-06-30,2023-10-31,RPD
024501,2022-12-31,2023-09-30,2023-11-30,RPD
024501,2022-12-31,2023-09-30,2023-12-31,RPD
024506,2021-12-31,2022-09-30,2023-01-31,PULM
024506,2022-12-31,2022-12-31,2023-02-28,PULM
024506,2022-12-31,2022-12-31,2023-03-31,PULM
024506,2022-12-31,2022-12-31,2023-04-30,PULM
024506,2022-12-31,2023-03-31,2023-05-31,PULM
024506,2022-12-31,2023-03-31,2023-06-30,PULM
024506,2022-12-31,2023-03-31,2023-07-31,PULM
024506,2022-12-31,2023-06-30,2023-08-31,PULM
024506,2022-12-31,2023-06-30,2023-09-30,PULM
