"PERMNO","date","SICCD","TICKER","COMNAM","BIDLO","ASKHI","PRC","VOL","RET","SHROUT","RETX","sprtrn","positive","negative","total","market_cap","tomorrow_return","yesterday_return","yesterday_volume","X10_day_ma","X20_day_ma","X30_day_ma","proper","Ask_minus_Bid","comp_size","dummy_negative","dummy_positive","dummy_total","move_avg_10","move_avg_20","move_avg_30","lasso_pred","pred_forest","log_pred"
10104,"2023-03-01",7372,"ORCL","ORACLE CORP",-1.42162321912799,-1.45044757079303,-1.46928562515686,-0.564573643503319,-0.704046729133719,-0.962653090185188,-0.700587217151786,-0.682258121369246,0,0,0,-1.47586780554304,0.007297,-0.402473975861166,-0.236912769912348,-1.44251955521007,-1.46762543228467,-1.5182714645827,"0",-0.781100210516541,"1","0","0","0","1","1","0",0.000656757665888869,0.0105841875,"Positive"
10104,"2023-03-02",7372,"ORCL","ORACLE CORP",-1.43169713025345,-1.44475359614753,-1.41705016610956,-0.540257076682039,0.317072236517538,-0.962653090185188,0.320102015172255,0.809909171617905,1,0,3,-1.42532884304209,0.026216,-0.70484118841533,-0.564817178059394,-1.45421625046895,-1.48112379211991,-1.51749028940531,"0",-0.615658628797234,"1","0","1","1","0","0","0",0.000479554771009553,0.00529633333333333,"Positive"
10104,"2023-03-03",7372,"ORCL","ORACLE CORP",-1.33011852640505,-1.28125518132673,-1.22800755241453,-0.511591721521499,1.31159217016779,-0.962653090185188,1.31420340957836,1.8484973760323,0,0,0,-1.24242593113391,0.00549,0.314683738483582,-0.540544614129196,-1.44115351780757,-1.48169352808698,-1.50754532849316,"0",0.0809375047577611,"1","0","0","0","0","0","0",0.0000709602496549365,0.00281616666666667,"Positive"
10104,"2023-03-06",7372,"ORCL","ORACLE CORP",-1.15634355949083,-1.16940925079011,-1.18737997315552,-0.242150223757667,0.222083203264935,-0.962653090185188,0.225152957627362,-0.0260779483257373,0,0,1,-1.20311784918873,-0.015378,1.30765115634719,-0.511931131361262,-1.42015069274419,-1.48116761796353,-1.50006407390971,"0",-0.524230386268139,"1","0","0","1","0","0","0",0.0000931497581618885,-0.00971428571428572,"Negative"
10104,"2023-03-07",7372,"ORCL","ORACLE CORP",-1.24868774480756,-1.21699461032751,-1.30180050249724,-0.527840579592586,-0.874890314120416,-0.962653090185188,-0.871358903383608,-1.96770198585692,0,0,0,-1.31382224323842,0.001471,0.219842989814015,-0.242977210851501,-1.40170918781048,-1.48191265730509,-1.50189683105666,"0",-0.0757966252921166,"1","0","0","0","0","0","0",0.0000790366043733633,-0.00196625,"Negative"
10104,"2023-03-08",7372,"ORCL","ORACLE CORP",-1.24029281886968,-1.29793039278855,-1.29102175697954,-0.55905534022985,0.0108153977075394,-0.962653090185188,0.0139740631763802,0.0621887120540991,0,0,0,-1.30339356843664,-0.018307,-0.875418074511673,-0.528150585744848,-1.38318230553912,-1.47862571903352,-1.50553230015143,"0",-1.02926258309551,"1","0","0","0","0","0","0",0.00031091203658035,0.00510842857142857,"Positive"
10104,"2023-03-09",7372,"ORCL","ORACLE CORP",-1.37629061906341,-1.25278530809923,-1.42534150881548,0.198112910893401,-1.02885980963612,-0.962653090185188,-1.02526360152915,-2.34744261815039,0,0,1,-1.43335090058193,-0.032232,0.00890498820749115,-0.559308860623963,-1.3977818302783,-1.47783685384835,-1.51385482031054,"0",0.864608155007112,"1","0","0","1","1","0","0",0.00122389897724594,-0.0101149,"Negative"
10104,"2023-03-10",7372,"ORCL","ORACLE CORP",-1.68270541579621,-1.60987886086705,-1.6574991045813,0.961431151624636,-1.76085886223297,-0.962653090185188,-1.75695459561472,-1.86476463055131,0,0,0,-1.65796851169724,0.01023,-1.02914721278127,0.196489230298219,-1.43697002826243,-1.48914392150254,-1.53116085500962,"0",0.220256731468755,"0","0","0","0","1","1","1",0.00252330787673077,0.00724611111111111,"Positive"
10104,"2023-03-13",7372,"ORCL","ORACLE CORP",-1.75322279367445,-1.58710296228505,-1.58619355731036,0.160017161360248,0.471252001060917,-0.962653090185188,0.474216893854695,-0.292454119829172,0,0,1,-1.58897881685468,-0.004357,-1.76000356320945,0.958426181900323,-1.46283936157221,-1.49882943294276,-1.54335920585654,"0",1.19549131844573,"1","0","0","1","1","1","1",0.00194685943186509,0.0123718,"Positive"
10104,"2023-03-14",7372,"ORCL","ORACLE CORP",-1.63653332313785,-1.55456596431076,-1.61687152532228,-0.0592677980069917,-0.295546575616297,-0.962653090185188,-0.292258979087945,1.88838711678088,0,0,0,-1.61866042975206,-0.018685,0.468622817536066,0.158462418256519,-1.48708652546653,-1.52012879294252,-1.55174181641391,"0",0.333453603171436,"1","0","0","0","1","1","1",0.00123289396107957,0.003623,"Positive"
10104,"2023-03-15",7372,"ORCL","ORACLE CORP",-1.74650685292414,-1.76280275134621,-1.74787474007584,0.322704088223103,-1.04873023275149,-0.962653090185188,-1.04512566226626,-0.955787772216651,0,0,2,-1.74540893888142,0.022174,-0.296978732460043,-0.0604257263689873,-1.51577331091896,-1.5469063833949,-1.56820658553735,"0",-0.754977855508228,"0","0","0","1","1","1","1",0.00177044453244349,0.01386975,"Positive"
10104,"2023-03-16",7372,"ORCL","ORACLE CORP",-1.74986482329929,-1.62126681015805,-1.59531403428688,0.138926586995332,1.09911531770126,-0.962653090185188,1.1018159770402,2.01993838946237,0,0,1,-1.5978030801485,0.005187,-1.04898661676417,0.320854949320169,-1.53412943851501,-1.56233308034945,-1.58392022468252,"0",0.794948541651615,"1","0","0","1","1","1","1",0.00176501911546743,-0.003328,"Positive"
10104,"2023-03-17",7372,"ORCL","ORACLE CORP",-1.5374731970708,-1.55049883956397,-1.55883212638082,0.54693007683756,0.206155324418483,-0.962653090185188,0.209231781957134,-1.44537674833448,0,0,0,-1.56250602697323,0.019939,1.09550599523906,0.137410009075589,-1.56819499623977,-1.5731142378802,-1.59629884672423,"0",-0.650488435474977,"1","0","0","0","0","0","0",0.00087143747991716,0.00502046153846154,"Positive"
10104,"2023-03-20",7372,"ORCL","ORACLE CORP",-1.48374567106834,-1.42604482231232,-1.41787930038015,0.00298337958363226,0.981627498487329,-0.962653090185188,0.984377602046928,0.971893042864418,0,0,0,-1.42613104879608,0.00713,0.203939975510264,0.544675181981192,-1.59192989610816,-1.57451666487607,-1.6042908696929,"0",0.124474763104945,"1","0","0","0","0","0","0",0.000571243807914497,-0.00239866666666667,"Positive"
10104,"2023-03-21",7372,"ORCL","ORACLE CORP",-1.36537721534416,-1.39853479052505,-1.36647297560343,-0.345809028060879,0.308293504612068,-0.962653090185188,0.31132697775665,1.4646343997101,0,0,0,-1.37639429204911,0.003654,0.978201582800495,0.00171280243336818,-1.59858932844533,-1.56846869845638,-1.60714516361028,"0",-0.808789906825343,"1","0","0","0","0","0","0",0.0000758869133560912,-0.00316226666666667,"Positive"
10104,"2023-03-22",7372,"ORCL","ORACLE CORP",-1.29989679302866,-1.29182970566837,-1.33994067894448,-0.268885970197071,0.125569719561681,-0.962653090185188,0.128680091189939,-2.1054367745815,0,0,4,-1.35072370792165,-0.001365,0.305918710798016,-0.346448435752201,-1.60362659136704,-1.56154421516428,-1.6066644404242,"0",-0.345727627044676,"1","0","0","1","0","0","0",0.000299838626534966,-0.00196625,"Positive"
10104,"2023-03-23",7372,"ORCL","ORACLE CORP",-1.28310694115289,-1.25278530809923,-1.34989029019159,0.222569914623417,-0.138265342914698,-0.962653090185188,-0.135043937486219,0.252544009851274,0,0,0,-1.36035017696945,0.00262,0.123480170468512,-0.269664576689021,-1.59585725364034,-1.56505028265395,-1.60338951371899,"0",-0.10191898030043,"1","0","0","0","0","0","0",0.000794085860769703,0.00644815789473684,"Positive"
10104,"2023-03-24",7372,"ORCL","ORACLE CORP",-1.29402034487214,-1.34714260222466,-1.33082020196797,-0.462114707529928,0.0712151759074516,-0.962653090185188,0.0743484224011072,0.574450580329935,0,0,0,-1.34189944462783,0.024202,-0.139943026859964,0.22090197700465,-1.56221858260385,-1.56789896248931,-1.59930336663726,"0",-0.998786502252474,"1","0","0","0","0","0","0",0.000229420141471021,0.003742,"Positive"
10104,"2023-03-27",7372,"ORCL","ORACLE CORP",-1.20713286141503,-1.1828307624545,-1.15421460233183,-0.13790659204865,1.20572171473296,-0.962653090185188,1.20837750924885,0.0903176477795414,0,0,0,-1.1710296190294,-0.003217,0.0692104780920136,-0.462543650224956,-1.51773698968505,-1.55834492857995,-1.59028980689815,"0",-0.141102512812899,"1","0","0","0","0","0","0",0.00047428935903345,0.00830291666666667,"Positive"
10104,"2023-03-28",7372,"ORCL","ORACLE CORP",-1.12864030389581,-1.15192061437893,-1.178259496179,-0.38844421882832,-0.235619902728656,-0.962653090185188,-0.232357526071244,-0.300213826236191,0,0,0,-1.19429358589491,0.00857,1.20194597216317,-0.138922216839813,-1.472572378065,-1.54760759689283,-1.58899786333555,"0",-0.624366080466676,"1","0","0","0","0","0","0",-0.0000166416524004981,-0.00198381818181818,"Negative"
10104,"2023-03-29",7372,"ORCL","ORACLE CORP",-1.10093704830079,-1.16981596326479,-1.1144161573434,-0.548643006515274,0.383990354575404,-0.962653090185188,0.386991971040904,1.61679739253523,0,0,1,-1.1325237428382,-0.001214,-0.237145609337018,-0.389006474524074,-1.40734409209578,-1.52885013582308,-1.58440094786861,"0",-1.10327592228573,"1","0","0","1","0","0","0",0.000172837685248241,-0.0000509411764705883,"Positive"
10104,"2023-03-30",7372,"ORCL","ORACLE CORP",-1.10933197423867,-1.12751786589821,-1.12353663431992,-0.491706890337169,-0.130327687119932,-0.962653090185188,-0.127109622218217,0.58354398627566,0,0,0,-1.14134800613202,0.026627,0.381497392637626,-0.548915368910798,-1.35876438696949,-1.51333578718128,-1.57788113965732,"1",-0.563413918780596,"1","0","0","0","0","0","0",0.0000781290474079782,-0.0003161875,"Negative"
10104,"2023-03-31",7372,"ORCL","ORACLE CORP",-1.05056749267348,-0.979474525115198,-0.923715275107196,0.184690275671935,1.33319731276149,-0.755536616954985,1.3357994597449,1.64104647505716,0,0,0,-0.938204808186573,0.010762,-0.132017762305949,-0.492082283466317,-1.29336534632495,-1.49725170257241,-1.56225763610954,"1",0.411820668196375,"1","0","0","0","0","0","0",0.000814993261755947,0.00797272727272727,"Positive"
10104,"2023-04-03",7372,"ORCL","ORACLE CORP",-0.909532736917011,-0.898132030179475,-0.840801848047976,-0.104221037032979,0.499217781741816,-0.755536616954985,0.502170905262489,0.339113234454575,0,0,0,-0.857878640760313,0.000852,1.32922257178891,0.183090884474185,-1.23394271931634,-1.47893249993887,-1.54230762388698,"1",-0.180286045325368,"1","0","0","0","0","0","0",0.00021311593792658,-0.00195988235294118,"Negative"
10104,"2023-04-04",7372,"ORCL","ORACLE CORP",-0.839015359038777,-0.896505180280761,-0.834168773883238,-0.350320913447536,-0.0217237343253115,-0.755536616954985,-0.0185513749090037,-0.812233203686807,0,0,1,-0.851452547366212,0.009468,0.496544941660144,-0.105297618694382,-1.17913046854116,-1.45421472413668,-1.51887236856531,"1",-0.894297082219235,"1","0","0","1","0","0","0",0.000184118577144847,0.005047,"Negative"
10104,"2023-04-05",7372,"ORCL","ORACLE CORP",-0.79284326638041,-0.808004545790694,-0.760375823800532,-0.234603838074069,0.431195751288652,-0.755536616954985,0.434177501575112,-0.411517115011863,0,0,0,-0.779962258356841,0.010855,-0.0235833479443969,-0.350952156499388,-1.11945170951958,-1.4261661842193,-1.49312363291059,"1",-0.425836182403498,"2","0","0","0","0","0","0",0.00040851033079198,-0.002319125,"Positive"
10104,"2023-04-06",7372,"ORCL","ORACLE CORP",-0.750029144097198,-0.728939640713172,-0.674974993929535,-0.0013591142726662,0.504106536635282,-0.755536616954985,0.50705760274543,0.324563784941415,0,0,0,-0.697226305907794,-0.018349,0.428629098395939,-0.235444480993157,-1.04995455666756,-1.38650379574237,-1.47107045674892,"1",-0.0235519152754907,"2","0","0","0","0","0","0",0.000516067568060143,-0.00912642857142857,"Positive"
10104,"2023-04-10",7372,"ORCL","ORACLE CORP",-0.786966818223891,-0.807841860800823,-0.854067996377451,-0.0663334250697459,-1.03106763442672,-0.755536616954985,-1.24658370688559,0.0113868841706493,0,0,0,-0.870730827548514,0.00224,0.501426064862286,-0.00262183331180839,-1.00086258751533,-1.34403655327372,-1.45574740519244,"1",-0.48504685375567,"1","0","0","0","0","0","0",0.000442307884976064,0.000341307692307692,"Negative"
10104,"2023-04-11",7372,"ORCL","ORACLE CORP",-0.816349059006488,-0.887557505837831,-0.836656176695015,-0.134269919548411,0.0512396182782378,-0.755536616954985,0.0543812713955404,-0.114344608705574,0,0,0,-0.853862332389,-0.000745,-1.03135159100159,-0.067478567580007,-0.968163067193062,-1.30441799064041,-1.43769024051509,"1",-1.03361630893023,"1","0","0","0","0","0","0",0.000739147879082175,0.000341307692307692,"Positive"
10104,"2023-04-12",7372,"ORCL","ORACLE CORP",-0.783189101551843,-0.790759936864321,-0.84246011658916,-0.156054845322658,-0.105673643624928,-0.755536616954985,-0.10246595426661,-0.610723327929543,0,0,1,-0.859485164108838,0.017572,0.049266103717672,-0.135292125207059,-0.933585245442362,-1.26348465269849,-1.41816086108036,"1",-0.341373901209961,"1","0","0","1","0","0","0",0.000463517601444986,-0.00202794117647059,"Negative"
10104,"2023-04-13",7372,"ORCL","ORACLE CORP",-0.75422660706614,-0.756189376516638,-0.705652961941447,-0.407846892617815,0.857200801360095,-0.755536616954985,0.860003269335937,1.49870436065341,0,0,0,-0.72694698785551,0.001674,-0.107402205512354,-0.157037629309524,-0.891494217977931,-1.20839556726701,-1.39048923268131,"1",-0.271714287854451,"2","0","0","0","0","0","0",0.000267059857928709,-0.00398671428571429,"Positive"
10104,"2023-04-14",7372,"ORCL","ORACLE CORP",-0.692104155125791,-0.736260465257387,-0.692386813611972,-0.373598610825404,0.0214865508620931,-0.755536616954985,0.0246407254240909,-0.360230305477975,0,0,0,-0.714094801067309,-0.001254,0.853969124526635,-0.408374037528904,-0.847098002396786,-1.16066922356384,-1.36422972864138,"1",-0.702733145491615,"2","0","0","0","0","0","0",0.0000783708012774255,0.00165933333333333,"Positive"
10104,"2023-04-17",7372,"ORCL","ORACLE CORP",-0.639216121717116,-0.736260465257387,-0.702336424859078,-0.613149007780034,-0.132430377396691,-0.755536616954985,-0.129211427587224,0.291463787298976,0,0,0,-0.723733941158459,0.009206,0.0195594829390473,-0.374187730908586,-0.82430225324262,-1.11539712710344,-1.34518107239274,"1",-1.25130260066616,"2","0","0","0","0","0","0",0.0000547078940200581,-0.0035394375,"Positive"
10104,"2023-04-18",7372,"ORCL","ORACLE CORP",-0.600188111031889,-0.675147848812178,-0.629372609046964,-0.270885797372575,0.417423129975878,-0.755536616954985,0.420410676408115,-0.0057087190073135,3,0,7,-0.653046913823351,-0.006842,-0.134117170134827,-0.613304641092514,-0.802531032140327,-1.07371874981996,-1.32496065337801,"1",-1.00192118485348,"2","0","1","1","0","0","0",0.000985586605270724,-0.00568041666666667,"Positive"
10104,"2023-04-19",7372,"ORCL","ORACLE CORP",-0.615710329091038,-0.69721606768824,-0.684095470906049,-0.614004358075774,-0.426176209059972,-0.755536616954985,-0.422833637637507,-0.119558161447789,2,0,3,-0.706062184324682,-0.010229,0.414877977116787,-0.271660785007552,-0.787077734024583,-1.03765008051995,-1.3025769800259,"1",-1.07715356727741,"2","0","1","1","0","0","0",0.000348322294188395,-0.0087608125,"Positive"
10104,"2023-04-20",7372,"ORCL","ORACLE CORP",-0.6988200958761,-0.723245666067671,-0.765350629424085,-0.467251145503744,-0.604221508244569,-0.755536616954985,-0.600804007258177,-0.831147488053915,0,0,0,-0.784781828402417,0.003374,-0.427404443829093,-0.614158443559312,-0.787589998050519,-1.00727877089066,-1.28352832377725,"1",-0.493754305425099,"2","0","0","0","0","0","0",0.000288023104490531,0.00494588235294118,"Positive"
10104,"2023-04-21",7372,"ORCL","ORACLE CORP",-0.727362844064908,-0.791573361813678,-0.738818332765134,-0.254601130687307,0.110850887624365,-0.755536616954985,0.11396745360689,0.000111060797950441,0,0,0,-0.759077454826013,0.003048,-0.605171801739343,-0.467670793378398,-0.794164053050035,-0.974979124142054,-1.25865089889732,"1",-0.929126888896977,"2","0","0","0","0","0","0",0.000528458985612319,-0.007738875,"Positive"
10104,"2023-04-24",7372,"ORCL","ORACLE CORP",-0.667758869905925,-0.72934635318785,-0.714773438917961,-0.595063279703441,0.0937139618687766,-0.755536616954985,0.0968377398494825,-0.0060724552451425,0,0,0,-0.735782866272399,-0.014459,0.108784315666365,-0.255405586808511,-0.779820660323818,-0.942416522331719,-1.22448950748611,"1",-0.881235904715066,"2","0","0","0","0","0","0",0.0000481969204086499,-0.007738875,"Positive"
10104,"2023-04-25",7372,"ORCL","ORACLE CORP",-0.747510666315832,-0.759849788788746,-0.829193968259685,-0.473781321882591,-0.82658100501187,-0.755536616954985,-0.823069925030671,-2.02638476556,0,0,0,-0.846632977320637,-0.003721,0.0916741418610089,-0.595251640675568,-0.779052264284913,-0.925236791632324,-1.1970582406801,"1",-0.380557433722418,"1","0","0","0","1","0","0",0.000593005500375351,-0.0051338,"Negative"
10104,"2023-04-26",7372,"ORCL","ORACLE CORP",-0.804596162693449,-0.832244609281539,-0.858213667730413,-0.386094418400169,-0.262113800215824,-0.755536616954985,-0.258840273720733,-0.575077176622302,0,0,0,-0.874747135919828,0.014193,-0.827184179643199,-0.474189152848959,-0.780674433700379,-0.908320015994654,-1.16956688347583,"1",-0.563413918780609,"1","0","0","0","1","0","0",0.000888475428310783,0.0160562857142857,"Positive"
10104,"2023-04-27",7372,"ORCL","ORACLE CORP",-0.808743256106765,-0.809468710699537,-0.747938809741649,-0.495195992181314,0.679576040230849,-0.755536616954985,0.682453260789067,2.26291419633213,0,0,0,-0.767913333242902,-0.003367,-0.263598147980882,-0.386660926259194,-0.785028677920838,-0.888948993114212,-1.13333237332462,"1",-0.276590460789337,"2","0","0","0","0","0","0",0.000222746396802146,-0.0000509411764705883,"Positive"
10104,"2023-04-28",7372,"ORCL","ORACLE CORP",-0.729041829252486,-0.784252537269463,-0.7744711064006,-0.0919567265537909,-0.243504991266503,-0.755536616954985,-0.240239296205021,0.89126484347899,0,0,1,-0.793617706819305,0.001584,0.67662164818216,-0.495565071484603,-0.793481034348785,-0.870498312949811,-1.10358762618557,"1",-0.833344920533155,"2","0","0","1","0","0","0",0.000380329165074587,-0.00867772727272727,"Positive"
10104,"2023-05-01",7372,"ORCL","ORACLE CORP",-0.690425169938214,-0.757409513940674,-0.762034092341716,-0.517000221036643,0.0167554977393845,-0.755536616954985,0.019911663343825,-0.156174276055908,1,0,1,-0.781568781705366,-0.000738,-0.245018388695311,-0.0930555015257124,-0.799628202660021,-0.861952273443734,-1.0747141898213,"1",-0.946541792235849,"2","0","1","1","0","0","0",0.000396488472844363,-0.001405,"Positive"
10104,"2023-05-02",7372,"ORCL","ORACLE CORP",-0.761782040410237,-0.797267336459179,-0.767838032235862,-0.442135738855977,-0.105305672826495,-0.755536616954985,-0.102098138327033,-1.51412289728416,0,0,2,-0.787191613425205,-0.000211,0.0148358153240717,-0.517329843737586,-0.813886218048583,-0.858095599205093,-1.05115875370311,"0",-0.633073532136106,"2","0","0","1","0","0","0",0.000209466629620107,0.00800305555555556,"Positive"
10104,"2023-05-03",7372,"ORCL","ORACLE CORP",-0.70385705143883,-0.782625687370748,-0.769496300777046,-0.337265456398813,-0.0776027284301911,-0.755536616954985,-0.0744068525903656,-0.957848944231015,1,0,1,-0.78879813677373,0.002005,-0.1070348091423,-0.442600835190165,-0.822680083827155,-0.854677183402664,-1.02952621032925,"0",-1.07715356727741,"2","0","1","1","0","0","0",0.000531196905535279,-0.000716071428571429,"Positive"
10104,"2023-05-04",7372,"ORCL","ORACLE CORP",-0.714770455158081,-0.807028435851465,-0.753742749635795,-0.575981624544972,0.0388863129022766,-0.755536616954985,0.0420331648526241,-0.984644180417751,0,0,0,-0.773536164962741,0.021059,-0.0793751109968316,-0.337920324408035,-0.821484801099971,-0.854326576653695,-1.00828425454409,"0",-1.22518024565784,"2","0","0","0","0","0","0",0.000111800112593749,-0.000716071428571429,"Positive"
10104,"2023-05-05",7372,"ORCL","ORACLE CORP",-0.679511766218964,-0.628888371942232,-0.587915895517354,-0.152101210635969,1.04050282623659,-0.755536616954985,1.04322815237912,2.13063545117499,0,0,0,-0.612883830110221,-0.001856,0.0369320827230133,-0.576204515391311,-0.805946125646569,-0.849724863073501,-0.980672716543297,"0",0.316038699832565,"2","0","0","0","0","0","0",0.000465611995847472,0.00281616666666667,"Positive"
10104,"2023-05-08",7372,"ORCL","ORACLE CORP",-0.544353458619017,-0.631328646790304,-0.602840312388013,-0.537298110180633,-0.164075866061919,-0.755536616954985,-0.16084359839078,-0.0545706202890086,0,0,0,-0.627342540246947,-0.006716,1.03698500200908,-0.153091149060292,-0.794420185063003,-0.836445632456365,-0.954293031706849,"0",-1.11198337395516,"2","0","0","0","0","0","0",-0.000112434920013568,-0.00033225,"Positive"
10104,"2023-05-09",7372,"ORCL","ORACLE CORP",-0.572896206807826,-0.663052219815236,-0.656734039976507,-0.394798709193847,-0.41955273468818,-0.755536616954985,-0.416212950725134,-0.664556291128235,0,0,1,-0.679554549074016,0.014354,-0.165713257959442,-0.537591002128762,-0.776661698830545,-0.826935424390629,-0.936265912228636,"1",-1.15552063230234,"2","0","0","1","0","0","0",0.000298577433507761,0.00494588235294118,"Positive"
10104,"2023-05-10",7372,"ORCL","ORACLE CORP",-0.559800122344725,-0.599198361290694,-0.542313510634783,-0.450500407324543,0.688039368594806,-0.755536616954985,0.690913027399321,0.434290883353162,0,0,0,-0.568704438025778,-0.00082,-0.420791309168127,-0.395349465900065,-0.74413293318359,-0.81107046899986,-0.913221244495655,"1",-0.607821922294741,"2","0","0","0","0","0","0",0.00030271240860905,0.000768769230769231,"Positive"
10104,"2023-05-11",7372,"ORCL","ORACLE CORP",-0.553168130853796,-0.602858773562802,-0.548946584799521,-0.561106922043035,-0.109616187893852,-0.755536616954985,-0.106406839333498,-0.315127011987179,1,0,1,-0.575130531419879,0.004208,0.685071764693395,-0.450950367081341,-0.723642372146138,-0.802787384555509,-0.892730418688757,"1",-0.715794322995759,"2","0","1","1","0","0","0",0.000138306338305753,-0.0018653125,"Positive"
10104,"2023-05-12",7372,"ORCL","ORACLE CORP",-0.50321832152338,-0.579269450031442,-0.514952079705241,-0.582065871775361,0.154691979894798,-0.755536616954985,0.157790095550686,-0.301305034949678,1,0,1,-0.542196802775113,-0.00603,-0.1113385951915,-0.561356729925767,-0.696919265459795,-0.793408654020635,-0.870677242527076,"1",-0.981371598913603,"2","0","1","1","0","0","0",0.000305642971097278,0.00994375,"Positive"
10104,"2023-05-15",7372,"ORCL","ORACLE CORP",-0.493564156694812,-0.576015750234013,-0.56387100167018,-0.659123211942343,-0.383491596441757,-0.755536616954985,-0.380166988646664,0.249270383710813,0,0,0,-0.589589241556605,0.010179,0.152556968898473,-0.582277752660048,-0.676514081759999,-0.786089738135944,-0.857637626104503,"1",-1.04667748643439,"2","0","0","0","0","0","0",-0.000019970077956301,-0.0003161875,"Positive"
